config_index,is_selected,selection_level,selection_metric,selection_score,selection_score_std,n_folds,config,window_loss_mean,window_accuracy_mean,window_f1_mean,window_precision_mean,window_recall_mean,window_decoder_accuracy_mean,window_loss_std,window_accuracy_std,window_f1_std,window_precision_std,window_recall_std,window_decoder_accuracy_std,trial_loss_mean,trial_accuracy_mean,trial_f1_mean,trial_precision_mean,trial_recall_mean,trial_loss_std,trial_accuracy_std,trial_f1_std,trial_precision_std,trial_recall_std
0,1,trial,f1,0.47696698837394536,0.11746348080767686,23,"{""ae_loss_weight"": 0.3, ""batch_size"": 64, ""bilstm_dropout"": 0.4, ""bilstm_layers"": 1, ""bilstm_units"": 128, ""conv_filters"": [16, 32], ""dropout"": 0.3, ""emb_dim"": 8, ""epochs"": 200, ""kernel_sizes"": [5, 3], ""learning_rate"": 0.0001, ""pool_after_layers"": [0], ""pool_sizes"": [2], ""t_down"": 2, ""use_batch_norm"": false, ""vae_beta"": 0.3, ""vc_alpha"": 1.0, ""vc_beta"": 0.3, ""vc_gamma"": 0.0, ""vc_lambda"": 0.1, ""vc_loss_weight"": 1.0}",0.6901588049541335,0.5774557165861512,0.47957866017791834,0.5128261909865005,0.5367739716237159,-0.00039784545483796495,0.005653417801960662,0.12161765787433476,0.1075467178501844,0.10973290243708722,0.11659684656776607,0.001456157013839474,0.6901034465933584,0.6014492753623187,0.47696698837394536,0.5226048124225874,0.5310117596242916,0.0056680601117335624,0.14059548029811833,0.11746348080767686,0.16146300221781748,0.13214631768304624
