target_subject,calibration_shots,calibration_fold,calibration_trial_ids,evaluation_trial_ids,n_calibration_samples,n_evaluation_samples,calibration_epochs_ran,zero_shot_loss,zero_shot_accuracy,zero_shot_f1,zero_shot_precision,zero_shot_recall,zero_shot_macro_f1,zero_shot_macro_precision,zero_shot_macro_recall,zero_shot_balanced_accuracy,zero_shot_roc_auc,zero_shot_brier_score,zero_shot_ece,zero_shot_joint_loss,zero_shot_reconstruction_loss,zero_shot_decoder_r2,zero_shot_gcn_gru_reconstruction_loss,zero_shot_gcn_gru_decoder_r2,zero_shot_bilstm_reconstruction_loss,zero_shot_bilstm_decoder_r2,calibrated_loss,calibrated_accuracy,calibrated_f1,calibrated_precision,calibrated_recall,calibrated_macro_f1,calibrated_macro_precision,calibrated_macro_recall,calibrated_balanced_accuracy,calibrated_roc_auc,calibrated_brier_score,calibrated_ece,calibrated_joint_loss,calibrated_reconstruction_loss,calibrated_decoder_r2,calibrated_gcn_gru_reconstruction_loss,calibrated_gcn_gru_decoder_r2,calibrated_bilstm_reconstruction_loss,calibrated_bilstm_decoder_r2,delta_recall,delta_precision,delta_ece,delta_macro_precision,delta_roc_auc,delta_balanced_accuracy,delta_macro_f1,delta_macro_recall,delta_brier_score,delta_f1,delta_joint_loss,delta_decoder_r2,delta_reconstruction_loss,delta_bilstm_reconstruction_loss,delta_accuracy,delta_loss,delta_gcn_gru_decoder_r2,delta_gcn_gru_reconstruction_loss,delta_bilstm_decoder_r2
20,9,2,"[1, 2, 3, 4, 6, 7, 12, 13, 15]","[0, 5, 8, 9, 10, 11, 14, 16, 17]",9,9,20,0.6925306807807083,0.4444444444444444,0.0,0.0,0.0,0.3076923076923077,0.2222222222222222,0.5,0.5,0.8,0.24969183418397525,0.06055590841505265,0.8553230166435242,0.8589317798614502,0.1410682201385498,0.9351280331611633,0.06487196683883667,0.7827355265617371,0.21726447343826294,0.6928311996757601,0.4444444444444444,0.0,0.0,0.0,0.3076923076923077,0.2222222222222222,0.5,0.5,0.8,0.24984204298044344,0.05970570776197648,0.831910252571106,0.8589317798614502,0.1410682201385498,0.9351280331611633,0.06487196683883667,0.7827355265617371,0.21726447343826294,0.0,0.0,-0.0008502006530761719,0.0,0.0,0.0,0.0,0.0,0.00015020879646818197,0.0,-0.023412764072418213,0.0,0.0,0.0,0.0,0.0003005188950517823,0.0,0.0,0.0
20,12,1,"[2, 4, 5, 6, 7, 8, 9, 11, 12, 13, 15, 16]","[0, 1, 3, 10, 14, 17]",12,6,20,0.6896822643227289,0.5,0.0,0.0,0.0,0.3333333333333333,0.25,0.5,0.5,0.7777777777777779,0.24826784975590233,0.005371123552322388,0.8998022079467773,0.8656566143035889,0.13434338569641113,0.9393782019615173,0.06062173843383789,0.7919349670410156,0.2080649733543396,0.6893424268894162,0.5,0.0,0.0,0.0,0.3333333333333333,0.25,0.5,0.5,0.7777777777777779,0.2480978900329034,0.004394203424453735,0.8556702136993408,0.8656566143035889,0.13434338569641113,0.9393782019615173,0.06062173843383789,0.7919349670410156,0.2080649733543396,0.0,0.0,-0.0009769201278686523,0.0,0.0,0.0,0.0,0.0,-0.0001699597229989358,0.0,-0.04413199424743652,0.0,0.0,0.0,0.0,-0.00033983743331278404,0.0,0.0,0.0
20,12,2,"[0, 1, 3, 4, 5, 8, 9, 10, 12, 13, 15, 17]","[2, 6, 7, 11, 14, 16]",12,6,20,0.692260275300857,0.5,0.0,0.0,0.0,0.3333333333333333,0.25,0.5,0.5,0.6666666666666667,0.24955669056041385,0.006086955467859867,0.8793767094612122,0.896511435508728,0.10348856449127197,0.9512245655059814,0.048775434494018555,0.8417983055114746,0.1582016944885254,0.6917212885874245,0.5,0.0,0.0,0.0,0.3333333333333333,0.25,0.5,0.5,0.6666666666666667,0.24928722322848706,0.004800260066986084,0.8234134912490845,0.896511435508728,0.10348856449127197,0.9512245655059814,0.048775434494018555,0.8417983055114746,0.1582016944885254,0.0,0.0,-0.001286695400873783,0.0,0.0,0.0,0.0,0.0,-0.00026946733192678707,0.0,-0.055963218212127686,0.0,0.0,0.0,0.0,-0.0005389867134324433,0.0,0.0,0.0
20,12,3,"[0, 2, 4, 7, 8, 9, 10, 11, 12, 14, 16, 17]","[1, 3, 5, 6, 13, 15]",12,6,20,0.6910224338450991,0.5,0.0,0.0,0.0,0.3333333333333333,0.25,0.5,0.5,0.7777777777777779,0.24893787785031632,0.006718466679255131,0.8698935508728027,0.8929056525230408,0.10709422826766968,0.9483919143676758,0.05160796642303467,0.8374193906784058,0.1625804901123047,0.6910785979828568,0.5,0.0,0.0,0.0,0.3333333333333333,0.25,0.5,0.5,0.7777777777777779,0.2489659111746052,0.005671501159667969,0.8145170211791992,0.8929056525230408,0.10709422826766968,0.9483919143676758,0.05160796642303467,0.8374193906784058,0.1625804901123047,0.0,0.0,-0.0010469655195871619,0.0,0.0,0.0,0.0,0.0,2.8033324288884165e-05,0.0,-0.055376529693603516,0.0,0.0,0.0,0.0,5.6164137757663823e-05,0.0,0.0,0.0
21,3,1,"[0, 5, 9]","[1, 2, 3, 4, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17]",3,15,20,0.6910703303274133,0.6,0.625,1.0,0.45454545454545453,0.5982142857142857,0.7,0.7272727272727273,0.7272727272727273,0.9090909090909091,0.24896160190356903,0.09782080650329583,0.7621413469314575,0.878556489944458,0.12144345045089722,0.94642174243927,0.05357825756072998,0.810691237449646,0.189308762550354,0.6894693556617749,0.8666666666666667,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.8295454545454546,0.8295454545454546,0.8295454545454546,0.8295454545454546,0.8863636363636364,0.24816113032722587,0.36447213093439745,0.6635507941246033,0.878556489944458,0.12144345045089722,0.94642174243927,0.05357825756072998,0.810691237449646,0.189308762550354,0.45454545454545453,-0.09090909090909094,0.2666513244311016,0.12954545454545463,-0.022727272727272707,0.10227272727272729,0.2313311688311689,0.10227272727272729,-0.0008004715763431647,0.28409090909090906,-0.09859055280685425,0.0,0.0,0.0,0.2666666666666667,-0.001600974665638355,0.0,0.0,0.0
21,3,2,"[6, 11, 14]","[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 12, 13, 15, 16, 17]",3,15,20,0.6914550099537436,0.6,0.625,1.0,0.45454545454545453,0.5982142857142857,0.7,0.7272727272727273,0.7272727272727273,0.8863636363636364,0.24915393967472793,0.0978577017784118,0.6636804938316345,0.8812519311904907,0.11874812841415405,0.9462708830833435,0.053729116916656494,0.8162329196929932,0.18376708030700684,0.6901332173810842,0.7333333333333333,0.7777777777777778,1.0,0.6363636363636364,0.7222222222222222,0.75,0.8181818181818181,0.8181818181818181,0.8863636363636364,0.24849305152373416,0.23131093978881834,0.6608342528343201,0.8812519311904907,0.11874812841415405,0.9462708830833435,0.053729116916656494,0.8162329196929932,0.18376708030700684,0.18181818181818182,0.0,0.13345323801040654,0.050000000000000044,0.0,0.09090909090909083,0.12400793650793651,0.09090909090909083,-0.0006608881509937714,0.1527777777777778,-0.002846240997314453,0.0,0.0,0.0,0.1333333333333333,-0.0013217925726594082,0.0,0.0,0.0
21,3,3,"[12, 13, 16]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 17]",3,15,20,0.691895749885518,0.6,0.6666666666666666,1.0,0.5,0.5833333333333333,0.6666666666666666,0.75,0.75,0.8333333333333334,0.2493742982923442,0.09795935948689771,0.6743329763412476,0.8798977732658386,0.12010222673416138,0.9460345506668091,0.05396544933319092,0.8137609958648682,0.18623900413513184,0.6919797154374077,0.6,0.6666666666666666,1.0,0.5,0.5833333333333333,0.6666666666666666,0.75,0.75,0.8333333333333334,0.24941627935183305,0.0978278994560241,0.6734047532081604,0.8798977732658386,0.12010222673416138,0.9460345506668091,0.05396544933319092,0.8137609958648682,0.18623900413513184,0.0,0.0,-0.00013146003087360913,0.0,0.0,0.0,0.0,0.0,4.198105948885478e-05,0.0,-0.0009282231330871582,0.0,0.0,0.0,0.0,8.396555188960875e-05,0.0,0.0,0.0
21,3,4,"[8, 15, 17]","[0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 16]",3,15,20,0.6923305017853509,0.5333333333333333,0.5882352941176471,1.0,0.4166666666666667,0.5248868778280543,0.65,0.7083333333333334,0.7083333333333334,0.861111111111111,0.24959167558801662,0.03154735565185551,0.6744361519813538,0.8820942640304565,0.11790573596954346,0.9470383524894714,0.052961647510528564,0.8171501159667969,0.18284988403320312,0.6907943191925529,0.7333333333333333,0.8,1.0,0.6666666666666666,0.7,0.7142857142857143,0.8333333333333333,0.8333333333333333,0.9166666666666667,0.24882358386271228,0.23160564104715975,0.6668037176132202,0.8820942640304565,0.11790573596954346,0.9470383524894714,0.052961647510528564,0.8171501159667969,0.18284988403320312,0.24999999999999994,0.0,0.20005828539530424,0.06428571428571428,0.05555555555555569,0.12499999999999989,0.17511312217194563,0.12499999999999989,-0.0007680917253043429,0.21176470588235297,-0.007632434368133545,0.0,0.0,0.0,0.19999999999999996,-0.0015361825927980854,0.0,0.0,0.0
21,3,5,"[1, 4, 7]","[0, 2, 3, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",3,15,20,0.691933072026436,0.4666666666666667,0.5,1.0,0.3333333333333333,0.4642857142857143,0.6363636363636364,0.6666666666666666,0.6666666666666666,0.9722222222222223,0.24939297114000686,0.035548714796702074,0.681230366230011,0.8782275915145874,0.12177246809005737,0.9467462301254272,0.053253769874572754,0.8097088932991028,0.19029110670089722,0.6910970640355772,0.6,0.6666666666666666,1.0,0.5,0.5833333333333333,0.6666666666666666,0.75,0.75,1.0,0.2489749667256838,0.09803526401519769,0.6778630614280701,0.8782275915145874,0.12177246809005737,0.9467462301254272,0.053253769874572754,0.8097088932991028,0.19029110670089722,0.16666666666666669,0.0,0.06248654921849561,0.030303030303030276,0.02777777777777768,0.08333333333333337,0.11904761904761896,0.08333333333333337,-0.0004180044143230477,0.16666666666666663,-0.003367304801940918,0.0,0.0,0.0,0.1333333333333333,-0.0008360079908587004,0.0,0.0,0.0
21,3,6,"[2, 3, 10]","[0, 1, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17]",3,15,20,0.6916290457511496,0.5333333333333333,0.5882352941176471,1.0,0.4166666666666667,0.5248868778280543,0.65,0.7083333333333334,0.7083333333333334,0.888888888888889,0.24924095681549943,0.031368815898895286,0.6809712648391724,0.8776161670684814,0.12238383293151855,0.9450223445892334,0.0549776554107666,0.8102100491523743,0.18978995084762573,0.6907628424112288,0.6666666666666666,0.7368421052631579,1.0,0.5833333333333334,0.6411483253588517,0.6875,0.7916666666666667,0.7916666666666667,0.8611111111111112,0.2488078516601196,0.1648359656333923,0.6762228608131409,0.8776161670684814,0.12238383293151855,0.9450223445892334,0.0549776554107666,0.8102100491523743,0.18978995084762573,0.16666666666666669,0.0,0.13346714973449703,0.03749999999999998,-0.02777777777777779,0.08333333333333337,0.11626144753079737,0.08333333333333337,-0.00043310515537983707,0.14860681114551078,-0.004748404026031494,0.0,0.0,0.0,0.1333333333333333,-0.0008662033399208235,0.0,0.0,0.0
21,6,1,"[4, 6, 8, 10, 11, 12]","[0, 1, 2, 3, 5, 7, 9, 13, 14, 15, 16, 17]",6,12,20,0.6910241045096823,0.6666666666666666,0.7142857142857143,1.0,0.5555555555555556,0.6571428571428571,0.7142857142857143,0.7777777777777778,0.7777777777777778,0.888888888888889,0.24893849212660335,0.16453119119008375,0.6717699766159058,0.8782899379730225,0.12171006202697754,0.9456611275672913,0.05433887243270874,0.8109187483787537,0.18908125162124634,0.6882270608353619,0.6666666666666666,0.75,0.8571428571428571,0.6666666666666666,0.625,0.6285714285714286,0.6666666666666666,0.6666666666666666,0.7777777777777778,0.24754006981391194,0.16351093351840973,0.6458684206008911,0.8782899379730225,0.12171006202697754,0.9456611275672913,0.05433887243270874,0.8109187483787537,0.18908125162124634,0.11111111111111105,-0.1428571428571429,-0.0010202576716740186,-0.08571428571428574,-0.11111111111111116,-0.11111111111111116,-0.03214285714285714,-0.11111111111111116,-0.0013984223126914108,0.0357142857142857,-0.02590155601501465,0.0,0.0,0.0,0.0,-0.002797043674320432,0.0,0.0,0.0
21,6,2,"[0, 2, 3, 9, 15, 16]","[1, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 17]",6,12,20,0.691700356347332,0.5833333333333334,0.6666666666666666,1.0,0.5,0.5555555555555556,0.6428571428571428,0.75,0.75,0.9,0.2492766012356249,0.08147260546684265,0.7254284620285034,0.8774898052215576,0.12251013517379761,0.9445242285728455,0.05547577142715454,0.8104554414749146,0.18954455852508545,0.690687714364027,0.6666666666666666,0.75,1.0,0.6,0.625,0.6666666666666666,0.8,0.8,0.85,0.2487702934987727,0.16487550238768256,0.7165663242340088,0.8774898052215576,0.12251013517379761,0.9445242285728455,0.05547577142715454,0.8104554414749146,0.18954455852508545,0.09999999999999998,0.0,0.08340289692083991,0.023809523809523836,-0.050000000000000044,0.050000000000000044,0.06944444444444442,0.050000000000000044,-0.0005063077368522018,0.08333333333333337,-0.008862137794494629,0.0,0.0,0.0,0.08333333333333326,-0.0010126419833049738,0.0,0.0,0.0
21,6,3,"[1, 5, 7, 13, 14, 17]","[0, 2, 3, 4, 6, 8, 9, 10, 11, 12, 15, 16]",6,12,20,0.6924323940077918,0.4166666666666667,0.36363636363636365,1.0,0.2222222222222222,0.4125874125874126,0.65,0.6111111111111112,0.6111111111111112,0.962962962962963,0.24964262834485376,0.08550113439559931,0.6865951418876648,0.8830422163009644,0.11695784330368042,0.9485814571380615,0.05141854286193848,0.8175029158592224,0.1824970841407776,0.6890683562164585,0.6666666666666666,0.75,0.8571428571428571,0.6666666666666666,0.625,0.6285714285714286,0.6666666666666666,0.6666666666666666,0.8518518518518519,0.24796064788513536,0.16416172683238983,0.660476803779602,0.8830422163009644,0.11695784330368042,0.9485814571380615,0.05141854286193848,0.8175029158592224,0.1824970841407776,0.4444444444444444,-0.1428571428571429,0.07866059243679052,-0.021428571428571463,-0.11111111111111116,0.05555555555555547,0.2124125874125874,0.05555555555555547,-0.0016819804597184018,0.38636363636363635,-0.026118338108062744,0.0,0.0,0.0,0.24999999999999994,-0.0033640377913333186,0.0,0.0,0.0
21,9,1,"[0, 1, 4, 5, 7, 10, 13, 14, 16]","[2, 3, 6, 8, 9, 11, 12, 15, 17]",9,9,20,0.6915652076299763,0.4444444444444444,0.4444444444444444,1.0,0.2857142857142857,0.4444444444444444,0.6428571428571428,0.6428571428571428,0.6428571428571428,1.0,0.24920903145445936,0.05764363871680367,0.7471335530281067,0.8774145841598511,0.12258529663085938,0.9460797905921936,0.053920090198516846,0.8087494373321533,0.1912505030632019,0.6896977694953218,0.7777777777777778,0.8333333333333334,1.0,0.7142857142857143,0.75,0.75,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.24827535096223377,0.27551654974619544,0.7341346740722656,0.8774145841598511,0.12258529663085938,0.9460797905921936,0.053920090198516846,0.8087494373321533,0.1912505030632019,0.4285714285714286,0.0,0.21787291102939177,0.1071428571428572,-0.1428571428571428,0.2142857142857144,0.3055555555555556,0.2142857142857144,-0.0009336804922255859,0.38888888888888895,-0.012998878955841064,0.0,0.0,0.0,0.33333333333333337,-0.0018674381346545088,0.0,0.0,0.0
