step,target_loss_component,learning_rate,total,target,latent,decoded,physiological,weighted_target,weighted_latent,weighted_decoded,weighted_physiological,decoded_joint,target_confidence_component,target_focal_component,target_vc_component,target_vc_latent_posterior_kl,target_vc_discriminator_kl,target_vc_class_prior_kl,predicted_class,target_probability,success,probability_0,probability_1,gradient_norm
0,confidence,0.5,1.363095760345459,0.5528903603553772,0.0,0.5449126958847046,7.557140827178955,0.5528903603553772,0.0,0.05449127033352852,0.7557141184806824,0.5449126958847046,0.5528903603553772,1.3931045532226562,0.0,0.0,0.0,0.0,1,0.345170795917511,False,0.345170795917511,0.654829204082489,0.9251673221588135
1,confidence,0.5,4.490875244140625,0.0,0.214211568236351,1.9648241996765137,42.72971725463867,0.0,0.0214211568236351,0.19648241996765137,4.2729716300964355,1.9648241996765137,0.0,4.474209163163323e-06,0.0,0.0,0.0,0.0,0,0.9985048770904541,True,0.9985048770904541,0.0014951677294448018,0.07342757284641266
2,confidence,0.5,1.4506586790084839,0.0,0.5782827138900757,3.6811506748199463,10.247153282165527,0.0,0.05782827362418175,0.36811506748199463,1.0247153043746948,3.6811506748199463,0.0,6.264393960009329e-06,0.0,0.0,0.0,0.0,0,0.9982309937477112,True,0.9982309937477112,0.001769065740518272,0.014611570164561272
3,confidence,0.5,1.1146986484527588,0.0,1.005000352859497,5.472008228302002,4.669976711273193,0.0,0.10050003975629807,0.5472008585929871,0.4669976830482483,5.472008228302002,0.0,7.345958692894783e-06,0.0,0.0,0.0,0.0,0,0.9980844259262085,True,0.9980844259262085,0.0019156457856297493,0.006697104778140783
4,confidence,0.5,1.1249499320983887,0.0,1.4514846801757812,7.209878921508789,2.5881361961364746,0.0,0.14514847099781036,0.7209879159927368,0.25881361961364746,7.209878921508789,0.0,8.228476872318424e-06,0.0,0.0,0.0,0.0,0,0.9979726672172546,True,0.9979726672172546,0.0020273630507290363,0.004053258337080479
5,confidence,0.5,1.2426230907440186,0.0,1.8970626592636108,8.827157020568848,1.7020103931427002,0.0,0.18970626592636108,0.8827157020568848,0.17020104825496674,8.827157020568848,0.0,9.120002687268425e-06,0.0,0.0,0.0,0.0,0,0.9978657364845276,True,0.9978657364845276,0.002134291920810938,0.0031373328529298306
6,confidence,0.5,1.3827072381973267,0.0,2.330533742904663,10.285269737243652,1.2112690210342407,0.0,0.23305337131023407,1.028527021408081,0.12112690508365631,10.285269737243652,0.0,1.0007451237470377e-05,0.0,0.0,0.0,0.0,0,0.9977643489837646,True,0.9977643489837646,0.002235655440017581,0.0027808824088424444
7,confidence,0.5,1.5223153829574585,0.0,2.7456212043762207,11.564441680908203,0.9130902290344238,0.0,0.27456212043762207,1.1564441919326782,0.09130902588367462,11.564441680908203,0.0,1.0860444490390364e-05,0.0,0.0,0.0,0.0,0,0.9976710677146912,True,0.9976710677146912,0.0023289164528250694,0.002577521139755845
8,confidence,0.5,1.6501564979553223,0.0,3.1388356685638428,12.657774925231934,0.7049543857574463,0.0,0.31388357281684875,1.2657774686813354,0.07049544155597687,12.657774925231934,0.0,1.16641649583471e-05,0.0,0.0,0.0,0.0,0,0.9975864887237549,True,0.9975864887237549,0.0024134984705597162,0.002518194494768977
9,confidence,0.5,1.7619024515151978,0.0,3.508397102355957,13.564727783203125,0.5458991527557373,0.0,0.3508397042751312,1.3564728498458862,0.05458991602063179,13.564727783203125,0.0,1.2416016033967026e-05,0.0,0.0,0.0,0.0,0,0.9975099563598633,True,0.9975099563598633,0.0024900720454752445,0.0024926578626036644
10,confidence,0.5,1.8574672937393188,0.0,3.8536031246185303,14.290809631347656,0.43025919795036316,0.0,0.38536033034324646,1.4290809631347656,0.043025922030210495,14.290809631347656,0.0,1.3118035894876812e-05,0.0,0.0,0.0,0.0,0,0.9974405765533447,True,0.9974405765533447,0.002559468150138855,0.002456128830090165
