config_index,is_selected,selection_level,selection_metric,selection_score,selection_score_std,n_folds,config,window_joint_loss_mean,window_joint_loss_std,trial_loss_mean,trial_joint_loss_mean,trial_accuracy_mean,trial_f1_mean,trial_precision_mean,trial_recall_mean,trial_loss_std,trial_joint_loss_std,trial_accuracy_std,trial_f1_std,trial_precision_std,trial_recall_std
0,1,trial,f1,0.48148148148148145,0.0,1,"{""activation"": ""relu"", ""ae_loss_weight"": 0.0, ""batch_size"": 8, ""bilstm_dropout"": 0.0, ""bilstm_layers"": 1, ""bilstm_units"": 256, ""dropout"": 0.0, ""emb_dim"": 64, ""epochs"": 300, ""gcn_units"": [128, 64], ""learning_rate"": 0.001, ""t_down"": 2, ""temporal_pool_sizes"": [2], ""use_batch_norm"": false, ""vae_beta"": 0.0, ""vc_alpha"": 1.0, ""vc_beta"": 0.0, ""vc_gamma"": 0.0, ""vc_lambda"": 0.0, ""vc_loss_weight"": 1.0}",2.9944207668304443,0.0,2.3585965793525343,2.9944207668304443,0.6111111111111112,0.48148148148148145,0.5625,0.525974025974026,0.0,0.0,0.0,0.0,0.0,0.0
