epoch,accuracy,base_total_loss,loss,predicted_class_0_fraction,predicted_class_1_fraction,regularization_loss,true_class_0_fraction,true_class_1_fraction,vc_class_prior_kl,vc_cross_entropy,vc_discriminator_kl,vc_discriminator_loss,vc_latent_kl,vc_loss,weighted_vc_class_prior_kl,weighted_vc_cross_entropy,weighted_vc_discriminator_kl,weighted_vc_latent_kl,val_accuracy,val_base_total_loss,val_loss,val_predicted_class_0_fraction,val_predicted_class_1_fraction,val_regularization_loss,val_true_class_0_fraction,val_true_class_1_fraction,val_vc_class_prior_kl,val_vc_cross_entropy,val_vc_discriminator_kl,val_vc_discriminator_loss,val_vc_latent_kl,val_vc_loss,val_weighted_vc_class_prior_kl,val_weighted_vc_cross_entropy,val_weighted_vc_discriminator_kl,val_weighted_vc_latent_kl
0,0.5228948593139648,0.6926759481430054,0.6931337118148804,0.28260868787765503,0.717391312122345,0.0004576244973577559,0.2753623127937317,0.7246376872062683,0.1843118518590927,0.6926759481430054,0.36747217178344727,0.0,0.6317764520645142,0.6926759481430054,0.0,0.6926759481430054,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0.5053509473800659,0.6919822096824646,0.6924387216567993,0.10628019273281097,0.8937197923660278,0.0004566741699818522,0.2753623127937317,0.7246376872062683,0.18017829954624176,0.6919822096824646,0.3612082898616791,0.0,0.735945463180542,0.6919822096824646,0.0,0.6919822096824646,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,0.5423685908317566,0.6903449296951294,0.6908007264137268,0.1666666716337204,0.8333333134651184,0.00045600117300637066,0.2753623127937317,0.7246376872062683,0.17691746354103088,0.6903449296951294,0.2550630569458008,0.0,0.6193572282791138,0.6903449296951294,0.0,0.6903449296951294,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,0.5457018613815308,0.6879829168319702,0.6884386539459229,0.16183574497699738,0.8381642699241638,0.0004557060601655394,0.2753623127937317,0.7246376872062683,0.17373314499855042,0.6879829168319702,0.3188307583332062,0.0,0.6264603734016418,0.6879829168319702,0.0,0.6879829168319702,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,0.5521931052207947,0.6855261325836182,0.6859817504882812,0.17874395847320557,0.8212560415267944,0.00045557640260085464,0.2753623127937317,0.7246376872062683,0.1708151400089264,0.6855261325836182,0.46230360865592957,0.0,0.46124833822250366,0.6855261325836182,0.0,0.6855261325836182,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,0.5221930742263794,0.6880753040313721,0.6885309219360352,0.0555555559694767,0.9444444179534912,0.0004555210762191564,0.2753623127937317,0.7246376872062683,0.16828227043151855,0.6880753040313721,0.31667500734329224,0.0,0.7796347141265869,0.6880753040313721,0.0,0.6880753040313721,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,0.5686842799186707,0.6763935685157776,0.6768491268157959,0.18115942180156708,0.8188405632972717,0.0004554406041279435,0.2753623127937317,0.7246376872062683,0.16613160073757172,0.6763935685157776,0.3724406063556671,0.0,0.5364208817481995,0.6763935685157776,0.0,0.6763935685157776,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,0.583947479724884,0.6685138940811157,0.6689693927764893,0.2028985470533371,0.7971014380455017,0.00045541769941337407,0.2753623127937317,0.7246376872062683,0.16350898146629333,0.6685138940811157,0.3104460835456848,0.0,0.46803030371665955,0.6685138940811157,0.0,0.6685138940811157,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,0.6108773350715637,0.6619533896446228,0.6624088883399963,0.20772947371006012,0.7922705411911011,0.00045533478260040283,0.2753623127937317,0.7246376872062683,0.16056302189826965,0.6619533896446228,0.31227949261665344,0.0,0.5902720093727112,0.6619533896446228,0.0,0.6619533896446228,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,0.5614035725593567,0.6740748286247253,0.6745300889015198,0.20048309862613678,0.7995169162750244,0.00045518361730501056,0.2753623127937317,0.7246376872062683,0.15785302221775055,0.6740748286247253,0.43454688787460327,0.0,0.5868607759475708,0.6740748286247253,0.0,0.6740748286247253,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,0.5381579399108887,0.6824068427085876,0.6828622221946716,0.13768115639686584,0.8623188138008118,0.00045512954238802195,0.2753623127937317,0.7246376872062683,0.15608154237270355,0.6824068427085876,0.40004804730415344,0.0,0.8467009663581848,0.6824068427085876,0.0,0.6824068427085876,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,0.6069299578666687,0.6501586437225342,0.6506139039993286,0.2222222238779068,0.7777777910232544,0.00045497683458961546,0.2753623127937317,0.7246376872062683,0.15427543222904205,0.6501586437225342,0.3744566738605499,0.0,0.6387067437171936,0.6501586437225342,0.0,0.6501586437225342,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,0.6214035749435425,0.6567559838294983,0.6572113037109375,0.2801932394504547,0.7198067903518677,0.0004551561432890594,0.2753623127937317,0.7246376872062683,0.1512204259634018,0.6567559838294983,0.36485928297042847,0.0,0.4189687967300415,0.6567559838294983,0.0,0.6567559838294983,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,0.6353509426116943,0.6457901000976562,0.646244466304779,0.25120773911476135,0.748792290687561,0.0004548929864540696,0.2753623127937317,0.7246376872062683,0.14831127226352692,0.6457901000976562,0.3015524446964264,0.0,0.3833211064338684,0.6457901000976562,0.0,0.6457901000976562,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
