target_subject,calibration_shots,calibration_fold,calibration_trial_ids,evaluation_trial_ids,n_calibration_samples,n_evaluation_samples,calibration_epochs_ran,zero_shot_loss,zero_shot_accuracy,zero_shot_f1,zero_shot_precision,zero_shot_recall,zero_shot_macro_f1,zero_shot_macro_precision,zero_shot_macro_recall,zero_shot_balanced_accuracy,zero_shot_roc_auc,zero_shot_brier_score,zero_shot_ece,zero_shot_joint_loss,calibrated_loss,calibrated_accuracy,calibrated_f1,calibrated_precision,calibrated_recall,calibrated_macro_f1,calibrated_macro_precision,calibrated_macro_recall,calibrated_balanced_accuracy,calibrated_roc_auc,calibrated_brier_score,calibrated_ece,calibrated_joint_loss,delta_recall,delta_brier_score,delta_joint_loss,delta_macro_f1,delta_loss,delta_accuracy,delta_macro_recall,delta_ece,delta_balanced_accuracy,delta_f1,delta_roc_auc,delta_precision,delta_macro_precision
1,3,2,"[5, 10, 14]","[1, 2, 3, 4, 6, 7, 8, 9, 11, 12, 13, 15, 16]",180,780,15,0.6911714852551508,0.6448717948717949,0.21529745042492918,0.336283185840708,0.15833333333333333,0.4929014178388109,0.516717305064282,0.5097222222222222,0.5097222222222222,0.5255902777777778,0.2490121831301642,0.14211916449742446,1.2505580186843872,0.6868791681866565,0.6923076923076923,0.0,0.0,0.0,0.4090909090909091,0.34615384615384615,0.5,0.5,0.5244174382716049,0.24686637384303883,0.18419593878281415,1.1980384588241577,-0.15833333333333333,-0.0021458092871253776,-0.05251955986022949,-0.0838105087479018,-0.004292317068494311,0.04743589743589738,-0.009722222222222188,0.042076774285389695,-0.009722222222222188,-0.21529745042492918,-0.0011728395061728625,-0.336283185840708,-0.1705634589104359
1,3,3,"[1, 3, 12]","[2, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16]",180,780,15,0.6911681813259246,0.6410256410256411,0.18604651162790697,0.3076923076923077,0.13333333333333333,0.47789167686658507,0.5,0.5,0.5,0.5140354938271605,0.24901053499208103,0.1381935061552586,1.2543184757232666,0.6868163349680125,0.6923076923076923,0.0,0.0,0.0,0.4090909090909091,0.34615384615384615,0.5,0.5,0.49649691358024695,0.24683496087036919,0.18383425283126342,1.2175406217575073,-0.13333333333333333,-0.0021755741217118485,-0.03677785396575928,-0.06880076777567595,-0.004351846357912081,0.05128205128205121,0.0,0.04564074667600482,0.0,-0.18604651162790697,-0.01753858024691357,-0.3076923076923077,-0.15384615384615385
1,3,4,"[6, 9, 15]","[1, 2, 3, 4, 5, 7, 8, 10, 11, 12, 13, 14, 16]",180,780,15,0.6911424571028877,0.658974358974359,0.22674418604651161,0.375,0.1625,0.5039970930232558,0.5388313609467456,0.5210648148148148,0.5210648148148148,0.5137307098765432,0.24899766501392182,0.1560976109443567,1.293497085571289,0.6870342047014318,0.691025641025641,0.0,0.0,0.0,0.4086429112964367,0.3459563543003851,0.49907407407407406,0.49907407407407406,0.49151234567901236,0.2469438687300102,0.18272222043612063,1.1861337423324585,-0.1625,-0.002053796283911613,-0.10736334323883057,-0.09535418172681909,-0.0041082524014558475,0.03205128205128205,-0.021990740740740755,0.02662460949176393,-0.021990740740740755,-0.22674418604651161,-0.02221836419753087,-0.375,-0.19287500664636043
1,3,5,"[3, 5, 6]","[1, 2, 4, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",180,780,15,0.6910451937820633,0.6564102564102564,0.2254335260115607,0.36792452830188677,0.1625,0.5023378503204426,0.5348524718660769,0.5192129629629629,0.5192129629629629,0.5206558641975308,0.24894904027109666,0.15347259533710966,1.260894775390625,0.6868271518239826,0.6923076923076923,0.0,0.0,0.0,0.4090909090909091,0.34615384615384615,0.5,0.5,0.5278047839506173,0.246840365954454,0.18416659686809933,1.2113815546035767,-0.1625,-0.0021086743166426614,-0.04951322078704834,-0.09324694122953353,-0.004218041958080732,0.03589743589743588,-0.01921296296296293,0.030694001530989667,-0.01921296296296293,-0.2254335260115607,0.007148919753086402,-0.36792452830188677,-0.18869862571223073
1,3,6,"[1, 7, 12]","[2, 3, 4, 5, 6, 8, 9, 10, 11, 13, 14, 15, 16]",180,780,15,0.6911697785397269,0.632051282051282,0.18233618233618235,0.2882882882882883,0.13333333333333333,0.47247495634592407,0.4886882398093161,0.4935185185185185,0.4935185185185185,0.5134837962962964,0.2490113336785245,0.12921196940617685,1.2564400434494019,0.6879472141993082,0.6935897435897436,0.008298755186721992,1.0,0.004166666666666667,0.4135504390035202,0.8465982028241335,0.5020833333333333,0.5020833333333333,0.4942824074074075,0.24740025279996175,0.18663792251012257,1.2118176221847534,-0.12916666666666665,-0.0016110808785627373,-0.04462242126464844,-0.05892451734240389,-0.0032225643404187876,0.06153846153846154,0.008564814814814803,0.057425953103945715,0.008564814814814803,-0.17403742714946036,-0.019201388888888893,0.7117117117117118,0.35790996301481737
1,6,1,"[2, 9, 10, 13, 14, 16]","[1, 3, 4, 5, 6, 7, 8, 11, 12, 15]",360,600,15,0.6915364973036519,0.6466666666666666,0.21481481481481482,0.32222222222222224,0.16111111111111112,0.4934289127837515,0.5130718954248367,0.5079365079365079,0.5079365079365079,0.472473544973545,0.2491946739983548,0.1439921621481577,1.2853748798370361,0.6869931876224052,0.7,0.01098901098901099,0.5,0.005555555555555556,0.41708586109371965,0.600334448160535,0.5015873015873016,0.5015873015873016,0.4158201058201058,0.24692335088218031,0.1910522074500719,1.0214797258377075,-0.15555555555555556,-0.0022713231161744785,-0.2638951539993286,-0.07634305169003186,-0.00454330968124661,0.053333333333333344,-0.006349206349206327,0.04706004530191421,-0.006349206349206327,-0.20382580382580384,-0.05665343915343918,0.17777777777777776,0.08726255273569838
1,6,2,"[4, 6, 9, 12, 14, 15]","[1, 2, 3, 5, 7, 8, 10, 11, 13, 16]",360,600,15,0.6907680279070297,0.6833333333333333,0.22764227642276422,0.42424242424242425,0.15555555555555556,0.5142404254231221,0.569799114742935,0.5325396825396825,0.5325396825396825,0.5485912698412698,0.24881045700669546,0.180481079518795,1.3140132427215576,0.6860278550920555,0.7,0.01098901098901099,0.5,0.005555555555555556,0.41708586109371965,0.600334448160535,0.5015873015873016,0.5015873015873016,0.5687566137566137,0.2464408354867408,0.19165371696154276,0.9301350712776184,-0.15,-0.002369621519954651,-0.3838781714439392,-0.09715456432940245,-0.004740172814974186,0.016666666666666607,-0.030952380952380953,0.011172637442747768,-0.030952380952380953,-0.21665326543375324,0.02016534391534386,0.07575757575757575,0.030535333417600063
1,6,3,"[2, 7, 9, 10, 14, 16]","[1, 3, 4, 5, 6, 8, 11, 12, 13, 15]",360,600,15,0.6911611583284843,0.6466666666666666,0.21481481481481482,0.32222222222222224,0.16111111111111112,0.4934289127837515,0.5130718954248367,0.5079365079365079,0.5079365079365079,0.5046560846560846,0.24900701689704458,0.1438011224071184,1.27278733253479,0.6871735530257332,0.6966666666666667,0.031914893617021274,0.375,0.016666666666666666,0.42603649819190986,0.5380067567567568,0.5023809523809524,0.5023809523809524,0.4927380952380952,0.24701354325648717,0.18889891217152277,0.9080293774604797,-0.14444444444444446,-0.0019934736405574083,-0.3647579550743103,-0.06739241459184164,-0.003987605302751107,0.050000000000000044,-0.005555555555555536,0.04509778976440437,-0.005555555555555536,-0.18289992119779355,-0.011917989417989383,0.05277777777777776,0.024934861331920133
