step,target_loss_component,decoded_distance_reference,learning_rate,total,target,latent,decoded,physiological,weighted_target,weighted_latent,weighted_decoded,weighted_physiological,decoded_joint,target_confidence_component,target_focal_component,target_vc_component,target_vc_latent_posterior_kl,target_vc_discriminator_kl,target_vc_class_prior_kl,typicality,discrepancy,weighted_typicality,predicted_class,target_probability,success,probability_0,probability_1,gradient_norm,typicality_threshold,typical,optimization_success,decoded_valid,decoder_latent_rmse,d_z,decoded_joint_target_probability,decoded_joint_predicted_class,delta_dec_joint,selected_step_so_far
53,confidence,original_reconstruction,0.01,7.7436370702344e-06,0.0,5.798416896141134e-05,1.945219628396444e-05,33.00712966918945,0.0,5.7984170780400746e-06,1.9452197648206493e-06,0.0,1.945219628396444e-05,0.0,4.301507942727767e-05,0.0,0.0,0.0,0.0,0.0,0.39139029383659363,0.0,1,0.9953677654266357,True,0.004632276948541403,0.9953677654266357,3.8507273529830854e-06,0.678627684362383,True,True,True,0.007614733651280403,0.10125574469566345,0.6526358723640442,1,0.004410464316606522,3
54,confidence,original_reconstruction,0.01,7.740633009234443e-06,0.0,5.80324194743298e-05,1.9373910618014634e-05,33.00737762451172,0.0,5.80324194743298e-06,1.9373910618014634e-06,0.0,1.9373910618014634e-05,0.0,4.290318247512914e-05,0.0,0.0,0.0,0.0,0.0,0.3913872539997101,0.0,1,0.9953737854957581,True,0.004626265726983547,0.9953737854957581,3.841275884042261e-06,0.678627684362383,True,True,True,0.00761790107935667,0.10128071159124374,0.6526774168014526,1,0.0044015804305672646,3
55,confidence,original_reconstruction,0.01,7.736966836091597e-06,0.0,5.8075082051800564e-05,1.9294582671136595e-05,33.007686614990234,0.0,5.807508387078997e-06,1.9294582216389244e-06,0.0,1.9294582671136595e-05,0.0,4.279143831809051e-05,0.0,0.0,0.0,0.0,0.0,0.3913842439651489,0.0,1,0.9953798055648804,True,0.0046202619560062885,0.9953798055648804,3.8333037082338706e-06,0.678627684362383,True,True,True,0.0076207006350159645,0.1013052687048912,0.65276038646698,1,0.004392560105770826,3
56,confidence,original_reconstruction,0.01,7.732689482509159e-06,0.0,5.811264782096259e-05,1.9214248823118396e-05,33.008201599121094,0.0,5.81126505494467e-06,1.9214248823118396e-06,0.0,1.9214248823118396e-05,0.0,4.269302007742226e-05,0.0,0.0,0.0,0.0,0.0,0.39138102531433105,0.0,1,0.9953851103782654,True,0.0046148961409926414,0.9953851103782654,3.822726739599602e-06,0.678627684362383,True,True,True,0.007623165380209684,0.1013251543045044,0.6527552008628845,1,0.004383406136184931,3
57,confidence,original_reconstruction,0.01,7.728036507614888e-06,0.0,5.814556425320916e-05,1.9134797184960917e-05,33.00849533081055,0.0,5.814556516270386e-06,1.9134797639708268e-06,0.0,1.9134797184960917e-05,0.0,4.260130299371667e-05,0.0,0.0,0.0,0.0,0.0,0.3913782835006714,0.0,1,0.9953900575637817,True,0.0046099224127829075,0.9953900575637817,3.81321729037154e-06,0.678627684362383,True,True,True,0.007625323720276356,0.10134366154670715,0.6526133418083191,1,0.004374333657324314,3
58,confidence,original_reconstruction,0.01,7.72263047110755e-06,0.0,5.8174253354081884e-05,1.9052045900025405e-05,33.0086669921875,0.0,5.817425517307129e-06,1.905204612739908e-06,0.0,1.9052045900025405e-05,0.0,4.253326551406644e-05,0.0,0.0,0.0,0.0,0.0,0.39137619733810425,0.0,1,0.9953937530517578,True,0.00460628280416131,0.9953937530517578,3.806005679507507e-06,0.678627684362383,True,True,True,0.007627204526215792,0.10136069357395172,0.652556300163269,1,0.0043648649007081985,3
59,confidence,original_reconstruction,0.01,7.717108928773087e-06,0.0,5.8199093473376706e-05,1.897199581435416e-05,33.00838851928711,0.0,5.819909347337671e-06,1.8971995814354159e-06,0.0,1.897199581435416e-05,0.0,4.2443909478606656e-05,0.0,0.0,0.0,0.0,0.0,0.3913745582103729,0.0,1,0.9953985810279846,True,0.004601458087563515,0.9953985810279846,3.7939773847028846e-06,0.678627684362383,True,True,True,0.007628832943737507,0.10137617588043213,0.6526445150375366,1,0.004355685319751501,3
60,confidence,original_reconstruction,0.01,7.71114991948707e-06,0.0,5.82204302190803e-05,1.8891068975790404e-05,33.0091552734375,0.0,5.82204302190803e-06,1.8891068975790404e-06,0.0,1.8891068975790404e-05,0.0,4.238968904246576e-05,0.0,0.0,0.0,0.0,0.0,0.39137300848960876,0.0,1,0.9954015016555786,True,0.004598453640937805,0.9954015016555786,3.785965191127616e-06,0.678627684362383,True,True,True,0.007630231324583292,0.10138935595750809,0.6525130271911621,1,0.004346385598182678,3
61,confidence,original_reconstruction,0.01,7.70466522226343e-06,0.0,5.823855826747604e-05,1.880809031717945e-05,33.009490966796875,0.0,5.823856099596014e-06,1.8808090089805773e-06,0.0,1.880809031717945e-05,0.0,4.233276195009239e-05,0.0,0.0,0.0,0.0,0.0,0.3913715183734894,0.0,1,0.9954046010971069,True,0.004595381673425436,0.9954046010971069,3.775658797167125e-06,0.678627684362383,True,True,True,0.007631419226527214,0.10140188783407211,0.6525043845176697,1,0.004336829297244549,3
62,confidence,original_reconstruction,0.01,7.698457011429127e-06,0.0,5.825376865686849e-05,1.8730805095401593e-05,33.009647369384766,0.0,5.825376774737379e-06,1.8730805777522619e-06,0.0,1.8730805095401593e-05,0.0,4.226111195748672e-05,0.0,0.0,0.0,0.0,0.0,0.3913693428039551,0.0,1,0.9954084753990173,True,0.0045914738439023495,0.9954084753990173,3.7673187307518674e-06,0.678627684362383,True,True,True,0.007632415741682053,0.10141559690237045,0.6524940133094788,1,0.004327910020947456,3
63,confidence,original_reconstruction,0.01,7.692115104873665e-06,0.0,5.8266345149604604e-05,1.8654802261153236e-05,33.00973892211914,0.0,5.8266346059099305e-06,1.8654802715900587e-06,0.0,1.8654802261153236e-05,0.0,4.2208641389152035e-05,0.0,0.0,0.0,0.0,0.0,0.39136749505996704,0.0,1,0.9954113364219666,True,0.00458865100517869,0.9954113364219666,3.758781758733676e-06,0.678627684362383,True,True,True,0.0076332394964993,0.10142851620912552,0.6525251865386963,1,0.0043191201984882355,3
64,confidence,original_reconstruction,0.01,7.684719093958847e-06,0.0,5.82764987484552e-05,1.8570686734165065e-05,33.00983428955078,0.0,5.82765005674446e-06,1.857068696153874e-06,0.0,1.8570686734165065e-05,0.0,4.2173680412815884e-05,0.0,0.0,0.0,0.0,0.0,0.39136645197868347,0.0,1,0.9954132437705994,True,0.004586734343320131,0.9954132437705994,3.750973064597929e-06,0.678627684362383,True,True,True,0.0076339044608175755,0.1014375239610672,0.6523521542549133,1,0.004309372045099735,3
65,confidence,original_reconstruction,0.01,7.677293979213573e-06,0.0,5.828444773214869e-05,1.848849205998704e-05,33.009674072265625,0.0,5.8284449551138096e-06,1.848849251473439e-06,0.0,1.848849205998704e-05,0.0,4.213273132336326e-05,0.0,0.0,0.0,0.0,0.0,0.3913649022579193,0.0,1,0.995415449142456,True,0.0045845406129956245,0.995415449142456,3.7418858482851647e-06,0.678627684362383,True,True,True,0.0076344250701367855,0.1014491468667984,0.652393639087677,1,0.004299824591726065,3
66,confidence,original_reconstruction,0.01,7.669947990507353e-06,0.0,5.829040674143471e-05,1.8409073163638823e-05,33.00999450683594,0.0,5.829040674143471e-06,1.8409073163638823e-06,0.0,1.8409073163638823e-05,0.0,4.209998223814182e-05,0.0,0.0,0.0,0.0,0.0,0.39136433601379395,0.0,1,0.9954172372817993,True,0.004582730587571859,0.9954172372817993,3.7323604828998214e-06,0.678627684362383,True,True,True,0.007634815294295549,0.10145450383424759,0.652260422706604,1,0.004290579352527857,3
67,confidence,original_reconstruction,0.01,7.662190910195932e-06,0.0,5.829452857142314e-05,1.832737871154677e-05,33.009708404541016,0.0,5.829453129990725e-06,1.8327378938920447e-06,0.0,1.832737871154677e-05,0.0,4.2067251342814416e-05,0.0,0.0,0.0,0.0,0.0,0.3913637399673462,0.0,1,0.9954190254211426,True,0.004580990877002478,0.9954190254211426,3.716858827829128e-06,0.678627684362383,True,True,True,0.007635085377842188,0.10146167874336243,0.6523521542549133,1,0.004281048662960529,3
68,confidence,original_reconstruction,0.01,7.654560249648057e-06,0.0,5.829698784509674e-05,1.824861283239443e-05,33.009742736816406,0.0,5.8296986935602035e-06,1.824861328714178e-06,0.0,1.824861283239443e-05,0.0,4.20438009314239e-05,0.0,0.0,0.0,0.0,0.0,0.3913630545139313,0.0,1,0.9954202771186829,True,0.004579669330269098,0.9954202771186829,3.7059405713080196e-06,0.678627684362383,True,True,True,0.007635246496647596,0.10146462917327881,0.652336597442627,1,0.004271839279681444,3
69,confidence,original_reconstruction,0.01,7.64660035201814e-06,0.0,5.8297940995544195e-05,1.8168057067668997e-05,33.00981521606445,0.0,5.82979419050389e-06,1.8168057067668997e-06,0.0,1.8168057067668997e-05,0.0,4.202198761049658e-05,0.0,0.0,0.0,0.0,0.0,0.39136219024658203,0.0,1,0.9954214692115784,True,0.004578556399792433,0.9954214692115784,3.694909992191242e-06,0.678627684362383,True,True,True,0.007635308895260096,0.10147367417812347,0.6523158550262451,1,0.004262400325387716,3
70,confidence,original_reconstruction,0.01,7.638977876922581e-06,0.0,5.829750080010854e-05,1.809227978810668e-05,33.009708404541016,0.0,5.829750080010854e-06,1.809228024285403e-06,0.0,1.809227978810668e-05,0.0,4.199582326691598e-05,0.0,0.0,0.0,0.0,0.0,0.39136165380477905,0.0,1,0.995422899723053,True,0.004577096085995436,0.995422899723053,3.6845417525910307e-06,0.678627684362383,True,True,True,0.0076352800242602825,0.10147707909345627,0.6523278951644897,1,0.004253502003848553,3
71,confidence,original_reconstruction,0.01,7.63119533075951e-06,0.0,5.8295812777942047e-05,1.8016138710663654e-05,33.00970458984375,0.0,5.829581368743675e-06,1.8016138483289978e-06,0.0,1.8016138710663654e-05,0.0,4.197402813588269e-05,0.0,0.0,0.0,0.0,0.0,0.391360878944397,0.0,1,0.9954240918159485,True,0.004575949162244797,0.9954240918159485,3.6743576856679283e-06,0.678627684362383,True,True,True,0.007635169196873903,0.10148265957832336,0.6523607969284058,1,0.0042445422150194645,3
72,confidence,original_reconstruction,0.01,7.623240890097804e-06,0.0,5.82929678785149e-05,1.7939441022463143e-05,33.009830474853516,0.0,5.82929669690202e-06,1.7939440795089467e-06,0.0,1.7939441022463143e-05,0.0,4.1960949602071196e-05,0.0,0.0,0.0,0.0,0.0,0.39136022329330444,0.0,1,0.9954248070716858,True,0.0045752194710075855,0.9954248070716858,3.666238399091526e-06,0.678627684362383,True,True,True,0.00763498293235898,0.10148681700229645,0.6522310376167297,1,0.004235497675836086,3
73,confidence,original_reconstruction,0.01,7.615285085194046e-06,0.0,5.828907887917012e-05,1.786377288226504e-05,33.00969314575195,0.0,5.828907887917012e-06,1.7863773109638714e-06,0.0,1.786377288226504e-05,0.0,4.194569919491187e-05,0.0,0.0,0.0,0.0,0.0,0.39135971665382385,0.0,1,0.9954256415367126,True,0.004574351012706757,0.9954256415367126,3.6557337352860486e-06,0.678627684362383,True,True,True,0.007634728215634823,0.10149063169956207,0.6522223949432373,1,0.004226555582135916,3
74,confidence,original_reconstruction,0.01,7.607266525155865e-06,0.0,5.82842476433143e-05,1.778841578925494e-05,33.009525299072266,0.0,5.8284249462303706e-06,1.778841578925494e-06,0.0,1.778841578925494e-05,0.0,4.1936982597690076e-05,0.0,0.0,0.0,0.0,0.0,0.39135944843292236,0.0,1,0.9954261183738708,True,0.004573934245854616,0.9954261183738708,3.643660193120013e-06,0.678627684362383,True,True,True,0.007634412031620741,0.10149344801902771,0.6521739363670349,1,0.00421763164922595,3
75,confidence,original_reconstruction,0.01,7.599261152790859e-06,0.0,5.8278539654565975e-05,1.7714066416374408e-05,33.00942611694336,0.0,5.827854238305008e-06,1.7714066871121759e-06,0.0,1.7714066416374408e-05,0.0,4.1924460674636066e-05,0.0,0.0,0.0,0.0,0.0,0.39135903120040894,0.0,1,0.9954267740249634,True,0.0045731691643595695,0.9954267740249634,3.6344472391647287e-06,0.678627684362383,True,True,True,0.007634038105607033,0.10149932652711868,0.6521115899085999,1,0.004208808299154043,3
76,confidence,original_reconstruction,0.01,7.591155736008659e-06,0.0,5.827203131048009e-05,1.7639527868595906e-05,33.00941848754883,0.0,5.827203040098539e-06,1.763952809596958e-06,0.0,1.7639527868595906e-05,0.0,4.19070347561501e-05,0.0,0.0,0.0,0.0,0.0,0.3913584053516388,0.0,1,0.9954277276992798,True,0.004572301637381315,0.9954277276992798,3.6248941341909813e-06,0.678627684362383,True,True,True,0.007633612025529146,0.10150323808193207,0.6521462202072144,1,0.004199943505227566,3
77,confidence,original_reconstruction,0.01,7.583142632938689e-06,0.0,5.826479900861159e-05,1.756662459229119e-05,33.00967025756836,0.0,5.826479991810629e-06,1.7566625274412218e-06,0.0,1.756662459229119e-05,0.0,4.189832543488592e-05,0.0,0.0,0.0,0.0,0.0,0.39135849475860596,0.0,1,0.995428204536438,True,0.004571780562400818,0.995428204536438,3.615871037254692e-06,0.678627684362383,True,True,True,0.007633137982338667,0.10150454938411713,0.6520787477493286,1,0.004191255662590265,3
78,confidence,original_reconstruction,0.01,7.5751086114905775e-06,0.0,5.8256900956621394e-05,1.7494186977273785e-05,33.00975036621094,0.0,5.825690095662139e-06,1.7494187432021135e-06,0.0,1.7494186977273785e-05,0.0,4.188526145298965e-05,0.0,0.0,0.0,0.0,0.0,0.39135801792144775,0.0,1,0.9954289197921753,True,0.004571086261421442,0.9954289197921753,3.609216037148144e-06,0.678627684362383,True,True,True,0.007632620632648468,0.10150790214538574,0.6520909070968628,1,0.004182605072855949,3
79,confidence,original_reconstruction,0.01,7.567351076431805e-06,0.0,5.824840263812803e-05,1.7425107216695324e-05,33.00969696044922,0.0,5.8248401728633326e-06,1.742510789881635e-06,0.0,1.7425107216695324e-05,0.0,4.187655576970428e-05,0.0,0.0,0.0,0.0,0.0,0.3913576006889343,0.0,1,0.9954293966293335,True,0.004570635035634041,0.9954293966293335,3.602421429604874e-06,0.678627684362383,True,True,True,0.007632064167410135,0.10151016712188721,0.6521098613739014,1,0.00417433911934495,3
80,confidence,original_reconstruction,0.01,7.559327059425414e-06,0.0,5.823934043291956e-05,1.7353924704366364e-05,33.00975036621094,0.0,5.823934316140367e-06,1.7353925159113714e-06,0.0,1.7353924704366364e-05,0.0,4.1865670937113464e-05,0.0,0.0,0.0,0.0,0.0,0.3913576602935791,0.0,1,0.9954299926757812,True,0.004570045508444309,0.9954299926757812,3.5931620914197993e-06,0.678627684362383,True,True,True,0.007631470449268818,0.10150912404060364,0.6520614624023438,1,0.004165804013609886,3
81,confidence,original_reconstruction,0.01,7.551139333372703e-06,0.0,5.8229779824614525e-05,1.7281614418607205e-05,33.009586334228516,0.0,5.8229779824614525e-06,1.728161464598088e-06,0.0,1.7281614418607205e-05,0.0,4.185261423117481e-05,0.0,0.0,0.0,0.0,0.0,0.39135757088661194,0.0,1,0.9954307079315186,True,0.004569350741803646,0.9954307079315186,3.5836692404700443e-06,0.678627684362383,True,True,True,0.007630843669176102,0.10151169449090958,0.6520423889160156,1,0.004157116170972586,3
82,confidence,original_reconstruction,0.01,7.543392257503001e-06,0.0,5.821975355502218e-05,1.7214169929502532e-05,33.00959777832031,0.0,5.821975264552748e-06,1.7214169929502532e-06,0.0,1.7214169929502532e-05,0.0,4.184825957054272e-05,0.0,0.0,0.0,0.0,0.0,0.39135751128196716,0.0,1,0.9954309463500977,True,0.0045690033584833145,0.9954309463500977,3.5731136449612677e-06,0.678627684362383,True,True,True,0.007630187086760998,0.1015123650431633,0.6520770192146301,1,0.004148995969444513,3
83,confidence,original_reconstruction,0.01,7.535388249380048e-06,0.0,5.820928708999418e-05,1.7144593584816903e-05,33.00959014892578,0.0,5.820928890898358e-06,1.7144593584816903e-06,0.0,1.7144593584816903e-05,0.0,4.183955388725735e-05,0.0,0.0,0.0,0.0,0.0,0.3913571834564209,0.0,1,0.9954314231872559,True,0.004568552132695913,0.9954314231872559,3.563842938092421e-06,0.678627684362383,True,True,True,0.0076295011676847935,0.10151559859514236,0.6518987417221069,1,0.004140602890402079,3
84,confidence,original_reconstruction,0.01,7.527632988058031e-06,0.0,5.819843863719143e-05,1.707789306237828e-05,33.00937271118164,0.0,5.819843863719143e-06,1.707789351712563e-06,0.0,1.707789306237828e-05,0.0,4.183955388725735e-05,0.0,0.0,0.0,0.0,0.0,0.3913569748401642,0.0,1,0.9954314231872559,True,0.004568587522953749,0.9954314231872559,3.5548750929592643e-06,0.678627684362383,True,True,True,0.0076287901028990746,0.10151560604572296,0.6519662141799927,1,0.00413254089653492,3
85,confidence,original_reconstruction,0.01,7.519771315855905e-06,0.0,5.818722638650797e-05,1.7010483134072274e-05,33.00917434692383,0.0,5.818722911499208e-06,1.7010482906698599e-06,0.0,1.7010483134072274e-05,0.0,4.183737837593071e-05,0.0,0.0,0.0,0.0,0.0,0.3913567364215851,0.0,1,0.9954315423965454,True,0.00456851813942194,0.9954315423965454,3.546057087078225e-06,0.678627684362383,True,True,True,0.007628055289387703,0.1015174388885498,0.6518779397010803,1,0.004124376457184553,3
86,confidence,original_reconstruction,0.01,7.511926014558412e-06,0.0,5.817568307975307e-05,1.6943578884820454e-05,33.0091438293457,0.0,5.817568307975307e-06,1.6943579339567805e-06,0.0,1.6943578884820454e-05,0.0,4.183520286460407e-05,0.0,0.0,0.0,0.0,0.0,0.39135658740997314,0.0,1,0.995431661605835,True,0.004568309523165226,0.995431661605835,3.53828022525704e-06,0.678627684362383,True,True,True,0.007627298589795828,0.10151760280132294,0.6518640518188477,1,0.004116257652640343,3
87,confidence,original_reconstruction,0.01,7.504213044740027e-06,0.0,5.816383782075718e-05,1.6878291717148386e-05,33.009212493896484,0.0,5.816383691126248e-06,1.6878292399269412e-06,0.0,1.6878291717148386e-05,0.0,4.183302735327743e-05,0.0,0.0,0.0,0.0,0.0,0.39135658740997314,0.0,1,0.9954317808151245,True,0.004568205680698156,0.9954317808151245,3.529401283230982e-06,0.678627684362383,True,True,True,0.0076265218667685986,0.10151738673448563,0.6518675088882446,1,0.004108319990336895,3
88,confidence,original_reconstruction,0.01,7.496670605178224e-06,0.0,5.815170879941434e-05,1.68149963428732e-05,33.00958251953125,0.0,5.815170879941434e-06,1.6814996115499525e-06,0.0,1.68149963428732e-05,0.0,4.182650081929751e-05,0.0,0.0,0.0,0.0,0.0,0.39135652780532837,0.0,1,0.9954321384429932,True,0.004567858763039112,0.9954321384429932,3.5214943636674434e-06,0.678627684362383,True,True,True,0.007625726982951164,0.10151714086532593,0.6517913341522217,1,0.004100609105080366,3
89,confidence,original_reconstruction,0.01,7.48903539715684e-06,0.0,5.813932148157619e-05,1.6751033399486914e-05,33.00912094116211,0.0,5.813932148157619e-06,1.675103362686059e-06,0.0,1.6751033399486914e-05,0.0,4.182650081929751e-05,0.0,0.0,0.0,0.0,0.0,0.3913567364215851,0.0,1,0.9954321384429932,True,0.004567858763039112,0.9954321384429932,3.5120758639095584e-06,0.678627684362383,True,True,True,0.007624914404004812,0.10151763260364532,0.6518017053604126,1,0.004092802759259939,3
90,confidence,original_reconstruction,0.01,7.481462489522528e-06,0.0,5.812668314320035e-05,1.6687939933035523e-05,33.008846282958984,0.0,5.8126684052695055e-06,1.6687939705661847e-06,0.0,1.6687939933035523e-05,0.0,4.1822149796644226e-05,0.0,0.0,0.0,0.0,0.0,0.3913564682006836,0.0,1,0.9954323768615723,True,0.0045676156878471375,0.9954323768615723,3.503198286125553e-06,0.678627684362383,True,True,True,0.0076240855269134045,0.10151882469654083,0.651822566986084,1,0.004085087683051825,3
91,confidence,original_reconstruction,0.01,7.4739859883266035e-06,0.0,5.8113833802053705e-05,1.6626026990707032e-05,33.00880432128906,0.0,5.8113832892559e-06,1.6626026990707032e-06,0.0,1.6626026990707032e-05,0.0,4.1815619624685496e-05,0.0,0.0,0.0,0.0,0.0,0.39135634899139404,0.0,1,0.9954327344894409,True,0.004567338619381189,0.9954327344894409,3.497464604151901e-06,0.678627684362383,True,True,True,0.007623243145644665,0.10152028501033783,0.651819109916687,1,0.004077502526342869,3
92,confidence,original_reconstruction,0.01,7.466641818609787e-06,0.0,5.8100773458136246e-05,1.6565643818466924e-05,33.008846282958984,0.0,5.810077254864154e-06,1.656564450058795e-06,0.0,1.6565643818466924e-05,0.0,4.1815619624685496e-05,0.0,0.0,0.0,0.0,0.0,0.3913564682006836,0.0,1,0.9954327344894409,True,0.004567338619381189,0.9954327344894409,3.4889283142547356e-06,0.678627684362383,True,True,True,0.0076223863288760185,0.10151965916156769,0.6517947912216187,1,0.004070091526955366,3
93,confidence,original_reconstruction,0.01,7.459176686097635e-06,0.0,5.808753121527843e-05,1.650423655519262e-05,33.008724212646484,0.0,5.808753030578373e-06,1.650423655519262e-06,0.0,1.650423655519262e-05,0.0,4.1815619624685496e-05,0.0,0.0,0.0,0.0,0.0,0.39135637879371643,0.0,1,0.9954327344894409,True,0.004567303694784641,0.9954327344894409,3.4817644518625457e-06,0.678627684362383,True,True,True,0.007621517404913902,0.1015201061964035,0.6517446041107178,1,0.004062540363520384,3
94,confidence,original_reconstruction,0.01,7.451784313161625e-06,0.0,5.8074103435501456e-05,1.644373514864128e-05,33.00885772705078,0.0,5.807410616398556e-06,1.6443735830762307e-06,0.0,1.644373514864128e-05,0.0,4.1815619624685496e-05,0.0,0.0,0.0,0.0,0.0,0.39135658740997314,0.0,1,0.9954327344894409,True,0.004567338619381189,0.9954327344894409,3.473094011496869e-06,0.678627684362383,True,True,True,0.007620636839419603,0.10152098536491394,0.6517289876937866,1,0.0040550874546170235,3
95,confidence,original_reconstruction,0.01,7.44460021451232e-06,0.0,5.806051194667816e-05,1.6385487469960935e-05,33.009056091308594,0.0,5.8060513765667565e-06,1.638548724258726e-06,0.0,1.6385487469960935e-05,0.0,4.181779513601214e-05,0.0,0.0,0.0,0.0,0.0,0.3913564383983612,0.0,1,0.9954326152801514,True,0.00456737307831645,0.9954326152801514,3.4614377000252716e-06,0.678627684362383,True,True,True,0.007619744632393122,0.10152038186788559,0.6516857147216797,1,0.004047899041324854,3
96,confidence,original_reconstruction,0.01,7.437372460117331e-06,0.0,5.804676766274497e-05,1.6326956028933637e-05,33.00886535644531,0.0,5.804676675325027e-06,1.6326956711054663e-06,0.0,1.6326956028933637e-05,0.0,4.181779513601214e-05,0.0,0.0,0.0,0.0,0.0,0.3913564085960388,0.0,1,0.9954326152801514,True,0.004567407537251711,0.9954326152801514,3.4537335977802286e-06,0.678627684362383,True,True,True,0.007618842646479607,0.10152112692594528,0.6516528129577637,1,0.004040662664920092,3
97,confidence,original_reconstruction,0.01,7.430455298162997e-06,0.0,5.8032874221680686e-05,1.6271676940959878e-05,33.008567810058594,0.0,5.803287422168069e-06,1.6271677623080905e-06,0.0,1.6271676940959878e-05,0.0,4.181344775133766e-05,0.0,0.0,0.0,0.0,0.0,0.39135634899139404,0.0,1,0.9954328536987305,True,0.0045671300031244755,0.9954328536987305,3.4480142403481295e-06,0.678627684362383,True,True,True,0.007617930881679058,0.10152147710323334,0.6516700983047485,1,0.004033816512674093,3
98,confidence,original_reconstruction,0.01,7.423220267810393e-06,0.0,5.801884253742173e-05,1.6213358321692795e-05,33.008209228515625,0.0,5.801884526590584e-06,1.621335854906647e-06,0.0,1.6213358321692795e-05,0.0,4.180909672868438e-05,0.0,0.0,0.0,0.0,0.0,0.39135605096817017,0.0,1,0.9954330921173096,True,0.004566886927932501,0.9954330921173096,3.4405891256028553e-06,0.678627684362383,True,True,True,0.007617009803652763,0.1015225276350975,0.6515817642211914,1,0.004026581533253193,3
99,confidence,original_reconstruction,0.01,7.416388143610675e-06,0.0,5.800468352390453e-05,1.615919427422341e-05,33.00835037231445,0.0,5.800468443339923e-06,1.615919472897076e-06,0.0,1.615919427422341e-05,0.0,4.180909672868438e-05,0.0,0.0,0.0,0.0,0.0,0.39135634899139404,0.0,1,0.9954330921173096,True,0.004566956777125597,0.9954330921173096,3.432712901485502e-06,0.678627684362383,True,True,True,0.007616080343723297,0.10152216255664825,0.6515938639640808,1,0.004019849933683872,3
100,confidence,original_reconstruction,0.01,7.4093445618927944e-06,0.0,5.799041537102312e-05,1.6103029338410124e-05,33.00825119018555,0.0,5.799041446152842e-06,1.610303002053115e-06,0.0,1.6103029338410124e-05,0.0,4.180909672868438e-05,0.0,0.0,0.0,0.0,0.0,0.3913561999797821,0.0,1,0.9954330921173096,True,0.004566922318190336,0.9954330921173096,3.4235754355904646e-06,0.678627684362383,True,True,True,0.007615143898874521,0.10152215510606766,0.651566207408905,1,0.0040128580294549465,3
101,confidence,original_reconstruction,0.01,7.402476057905005e-06,0.0,5.7976019888883457e-05,1.6048739780671895e-05,33.00800704956055,0.0,5.797602170787286e-06,1.604874000804557e-06,0.0,1.6048739780671895e-05,0.0,4.180909672868438e-05,0.0,0.0,0.0,0.0,0.0,0.3913561999797821,0.0,1,0.9954330921173096,True,0.004566922318190336,0.9954330921173096,3.4164525004598545e-06,0.678627684362383,True,True,True,0.0076141986064612865,0.10152322798967361,0.651576578617096,1,0.004006087779998779,3
102,confidence,original_reconstruction,0.01,7.3958103712357115e-06,0.0,5.796151890535839e-05,1.599658207851462e-05,33.00792694091797,0.0,5.796151981485309e-06,1.5996582760635647e-06,0.0,1.599658207851462e-05,0.0,4.180529140285216e-05,0.0,0.0,0.0,0.0,0.0,0.391355961561203,0.0,1,0.9954332709312439,True,0.004566749092191458,0.9954332709312439,3.4105444228771375e-06,0.678627684362383,True,True,True,0.007613246329128742,0.10152319073677063,0.6514865159988403,1,0.003999572712928057,3
103,confidence,original_reconstruction,0.01,7.38917651688098e-06,0.0,5.7946926972363144e-05,1.594483728695195e-05,33.00788116455078,0.0,5.794692697236314e-06,1.5944837059578276e-06,0.0,1.594483728695195e-05,0.0,4.180692121735774e-05,0.0,0.0,0.0,0.0,0.0,0.39135587215423584,0.0,1,0.9954332113265991,True,0.004566783085465431,0.9954332113265991,3.4045597203657962e-06,0.678627684362383,True,True,True,0.007612287532538176,0.10152462869882584,0.6514484286308289,1,0.003993098624050617,3
104,confidence,original_reconstruction,0.01,7.3823644015647005e-06,0.0,5.79322331759613e-05,1.5891409930191003e-05,33.00795364379883,0.0,5.7932234085456e-06,1.5891409930191003e-06,0.0,1.5891409930191003e-05,0.0,4.180909672868438e-05,0.0,0.0,0.0,0.0,0.0,0.3913559317588806,0.0,1,0.9954330921173096,True,0.004566886927932501,0.9954330921173096,3.397759883227991e-06,0.678627684362383,True,True,True,0.007611322682350874,0.10152385383844376,0.651434600353241,1,0.003986402880400419,3
105,confidence,original_reconstruction,0.01,7.375729637715267e-06,0.0,5.791745206806809e-05,1.5839839761611074e-05,33.00803756713867,0.0,5.791745479655219e-06,1.58398404437321e-06,0.0,1.5839839761611074e-05,0.0,4.181127224001102e-05,0.0,0.0,0.0,0.0,0.0,0.3913559019565582,0.0,1,0.99543297290802,True,0.004567061085253954,0.99543297290802,3.3912917842826573e-06,0.678627684362383,True,True,True,0.00761035131290555,0.10152430087327957,0.6514536142349243,1,0.003979929722845554,3
106,confidence,original_reconstruction,0.01,7.3690775934665e-06,0.0,5.7902580010704696e-05,1.5788196833455004e-05,33.00775909423828,0.0,5.79025800107047e-06,1.578819706082868e-06,0.0,1.5788196833455004e-05,0.0,4.180909672868438e-05,0.0,0.0,0.0,0.0,0.0,0.39135605096817017,0.0,1,0.9954330921173096,True,0.004566991701722145,0.9954330921173096,3.3847020404209616e-06,0.678627684362383,True,True,True,0.007609374355524778,0.10152392834424973,0.6513964533805847,1,0.003973436076194048,3
