epoch,accuracy,base_total_loss,loss,predicted_class_0_fraction,predicted_class_1_fraction,regularization_loss,true_class_0_fraction,true_class_1_fraction,vc_class_prior_kl,vc_cross_entropy,vc_discriminator_kl,vc_discriminator_loss,vc_latent_kl,vc_loss,weighted_vc_class_prior_kl,weighted_vc_cross_entropy,weighted_vc_discriminator_kl,weighted_vc_latent_kl,val_accuracy,val_base_total_loss,val_loss,val_predicted_class_0_fraction,val_predicted_class_1_fraction,val_regularization_loss,val_true_class_0_fraction,val_true_class_1_fraction,val_vc_class_prior_kl,val_vc_cross_entropy,val_vc_discriminator_kl,val_vc_discriminator_loss,val_vc_latent_kl,val_vc_loss,val_weighted_vc_class_prior_kl,val_weighted_vc_cross_entropy,val_weighted_vc_discriminator_kl,val_weighted_vc_latent_kl
0,0.5011404156684875,0.712124228477478,0.7125820517539978,0.5772947072982788,0.4227053225040436,0.00045800567022524774,0.2753623127937317,0.7246376872062683,0.18801675736904144,0.6933225989341736,0.39864853024482727,0.0,0.6262813806533813,0.712124228477478,0.018801676109433174,0.6933225989341736,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0.5356141328811646,0.7114561796188354,0.7119140625,0.4396135210990906,0.5603864789009094,0.0004579194646794349,0.2753623127937317,0.7246376872062683,0.18625545501708984,0.6928306221961975,0.3764939308166504,0.0,0.6277872323989868,0.7114561796188354,0.018625542521476746,0.6928306221961975,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,0.5542984008789062,0.7110204100608826,0.7114781737327576,0.35990339517593384,0.6400966048240662,0.00045783043606206775,0.2753623127937317,0.7246376872062683,0.1845097690820694,0.6925691962242126,0.3881656229496002,0.0,0.6222563982009888,0.7110204100608826,0.01845097914338112,0.6925691962242126,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,0.5463157892227173,0.7104552984237671,0.7109130620956421,0.3188405930995941,0.6811594367027283,0.0004577304353006184,0.2753623127937317,0.7246376872062683,0.18278266489505768,0.6921770572662354,0.38179439306259155,0.0,0.6124209761619568,0.7104552984237671,0.018278269097208977,0.6921770572662354,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,0.546491265296936,0.7100423574447632,0.7105001211166382,0.2922705411911011,0.7077294588088989,0.00045762519584968686,0.2753623127937317,0.7246376872062683,0.18107829988002777,0.69193434715271,0.3862571716308594,0.0,0.608063280582428,0.7100423574447632,0.018107827752828598,0.69193434715271,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,0.5642105937004089,0.7093712091445923,0.7098289728164673,0.2753623127937317,0.7246376872062683,0.00045751940342597663,0.2753623127937317,0.7246376872062683,0.179397851228714,0.6914314031600952,0.38967540860176086,0.0,0.5904072523117065,0.7093712091445923,0.01793977990746498,0.6914314031600952,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,0.5673684477806091,0.7086035013198853,0.7090612053871155,0.2971014380455017,0.7028985619544983,0.00045742379734292626,0.2753623127937317,0.7246376872062683,0.17774182558059692,0.6908293962478638,0.36963140964508057,0.0,0.5800670981407166,0.7086035013198853,0.017774181440472603,0.6908293962478638,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,0.5882456302642822,0.7074935436248779,0.7079512476921082,0.30193236470222473,0.6980676054954529,0.0004573252808768302,0.2753623127937317,0.7246376872062683,0.17611020803451538,0.6898825168609619,0.34446269273757935,0.0,0.5587856769561768,0.7074935436248779,0.017611024901270866,0.6898825168609619,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,0.5705264210700989,0.7070383429527283,0.7074958086013794,0.3188405930995941,0.6811594367027283,0.00045723377843387425,0.2753623127937317,0.7246376872062683,0.17450305819511414,0.6895881295204163,0.37432044744491577,0.0,0.5425001978874207,0.7070383429527283,0.017450306564569473,0.6895881295204163,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,0.5847369432449341,0.705399215221405,0.7058566212654114,0.3333333432674408,0.6666666865348816,0.00045715810847468674,0.2753623127937317,0.7246376872062683,0.1729200780391693,0.6881072521209717,0.35842788219451904,0.0,0.5232677459716797,0.705399215221405,0.01729200966656208,0.6881072521209717,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
