config_index,is_selected,selection_level,selection_metric,selection_score,selection_score_std,n_folds,config,window_joint_loss_mean,window_joint_loss_std,trial_loss_mean,trial_joint_loss_mean,trial_accuracy_mean,trial_f1_mean,trial_precision_mean,trial_recall_mean,trial_loss_std,trial_joint_loss_std,trial_accuracy_std,trial_f1_std,trial_precision_std,trial_recall_std
0,1,trial,f1,0.3909090909090909,0.20909090909090908,2,"{""activation"": ""relu"", ""ae_loss_weight"": 0.0, ""batch_size"": 2, ""bilstm_dropout"": 0.2, ""bilstm_layers"": 1, ""bilstm_units"": 16, ""dropout"": 0.2, ""emb_dim"": 4, ""epochs"": 10, ""gcn_units"": [4, 2], ""learning_rate"": 0.1, ""t_down"": 2, ""temporal_pool_sizes"": [2], ""use_batch_norm"": true, ""vae_beta"": 0.3, ""vc_alpha"": 1.0, ""vc_beta"": 0.4, ""vc_gamma"": 0.0, ""vc_lambda"": 0.1, ""vc_loss_weight"": 1.0}",3.8253268003463745,1.2992874383926392,0.716122175864067,3.8253268003463745,0.4166666666666667,0.3909090909090909,0.3555555555555555,0.551948051948052,0.047715549300486326,1.2992874383926392,0.19444444444444448,0.20909090909090908,0.24444444444444444,0.051948051948051965
