config_index,is_selected,selection_level,selection_metric,selection_score,selection_score_std,n_folds,config,window_joint_loss_mean,window_decoder_accuracy_mean,window_joint_loss_std,window_decoder_accuracy_std,trial_loss_mean,trial_joint_loss_mean,trial_accuracy_mean,trial_f1_mean,trial_precision_mean,trial_recall_mean,trial_decoder_accuracy_mean,trial_loss_std,trial_joint_loss_std,trial_accuracy_std,trial_f1_std,trial_precision_std,trial_recall_std,trial_decoder_accuracy_std
0,1,trial,f1,0.4464285714285714,0.0714285714285714,2,"{""activation"": ""relu"", ""ae_loss_weight"": 0.3, ""batch_size"": 2, ""bilstm_dropout"": 0.3, ""bilstm_layers"": 1, ""bilstm_units"": 64, ""dropout"": 0.2, ""emb_dim"": 32, ""epochs"": 200, ""gcn_units"": [32, 16], ""learning_rate"": 0.0001, ""t_down"": 2, ""temporal_pool_sizes"": [2], ""use_batch_norm"": true, ""vae_beta"": 0.3, ""vc_alpha"": 1.0, ""vc_beta"": 0.4, ""vc_gamma"": 0.0, ""vc_lambda"": 0.1, ""vc_loss_weight"": 1.0}",1.5286133289337158,0.013867855072021484,0.221856951713562,0.00019121170043945312,0.6892766308229714,1.5286133289337158,0.5555555555555556,0.4464285714285714,0.6180147058823529,0.4732142857142857,0.013867855072021484,0.0032204450066531387,0.221856951713562,0.1111111111111111,0.0714285714285714,0.20551470588235293,0.0982142857142857,0.00019121170043945312
