step,target_loss_component,decoded_distance_reference,learning_rate,total,target,latent,decoded,physiological,weighted_target,weighted_latent,weighted_decoded,weighted_physiological,decoded_joint,target_confidence_component,target_focal_component,target_vc_component,target_vc_latent_posterior_kl,target_vc_discriminator_kl,target_vc_class_prior_kl,typicality,discrepancy,weighted_typicality,predicted_class,target_probability,success,probability_0,probability_1,gradient_norm,typicality_threshold,typical,optimization_success,decoded_valid,decoder_latent_rmse,d_z,decoded_joint_target_probability,decoded_joint_predicted_class,delta_dec_joint,selected_step_so_far
53,confidence,original_reconstruction,0.01,5.145227987668477e-06,0.0,3.828784610959701e-05,1.3164431038603652e-05,7.196637153625488,0.0,3.828784883808112e-06,1.3164431038603652e-06,0.0,1.3164431038603652e-05,0.0,2.9487009669537656e-05,0.0,0.0,0.0,0.0,0.0,0.14659805595874786,0.0,1,0.9961639642715454,True,0.0038360406178981066,0.9961639642715454,3.1154190764937084e-06,0.678627684362383,True,True,True,0.00618771743029356,0.09235670417547226,0.5954264402389526,1,0.0036282821092754602,2
54,confidence,original_reconstruction,0.01,5.144812803337118e-06,0.0,3.831962385447696e-05,1.3128502359904815e-05,7.19654655456543,0.0,3.831962658296106e-06,1.312850258727849e-06,0.0,1.3128502359904815e-05,0.0,2.94034653052222e-05,0.0,0.0,0.0,0.0,0.0,0.1465970277786255,0.0,1,0.99616938829422,True,0.003830651054158807,0.99616938829422,3.1095551094040275e-06,0.678627684362383,True,True,True,0.006190284620970488,0.09238409996032715,0.5954760313034058,1,0.003623327473178506,2
55,confidence,original_reconstruction,0.01,5.14422936248593e-06,0.0,3.8347898225765675e-05,1.3094392670609523e-05,7.196498394012451,0.0,3.8347898225765675e-06,1.3094393125356873e-06,0.0,1.3094392670609523e-05,0.0,2.9327331503736787e-05,0.0,0.0,0.0,0.0,0.0,0.14659586548805237,0.0,1,0.9961743354797363,True,0.0038256756961345673,0.9961743354797363,3.1037850476423046e-06,0.678627684362383,True,True,True,0.0061925677582621574,0.09241054207086563,0.5954466462135315,1,0.0036186175420880318,2
56,confidence,original_reconstruction,0.01,5.1430670282570645e-06,0.0,3.837297481368296e-05,1.3057690921414178e-05,7.196540355682373,0.0,3.837297754216706e-06,1.3057691603535204e-06,0.0,1.3057690921414178e-05,0.0,2.9272681786096655e-05,0.0,0.0,0.0,0.0,0.0,0.1465950310230255,0.0,1,0.9961779117584229,True,0.003822130151093006,0.9961779117584229,3.098375373156159e-06,0.678627684362383,True,True,True,0.0061945924535393715,0.09243348240852356,0.5955072641372681,1,0.003613542765378952,2
57,confidence,original_reconstruction,0.01,5.14147450303426e-06,0.0,3.8395144656533375e-05,1.3019599464314524e-05,7.196556091308594,0.0,3.839514647552278e-06,1.30195996916882e-06,0.0,1.3019599464314524e-05,0.0,2.9221720978966914e-05,0.0,0.0,0.0,0.0,0.0,0.14659404754638672,0.0,1,0.9961812496185303,True,0.0038187906611710787,0.9961812496185303,3.0916123705537757e-06,0.678627684362383,True,True,True,0.006196381524205208,0.09244891256093979,0.5954741835594177,1,0.0036082682199776173,2
58,confidence,original_reconstruction,0.01,5.139671429787995e-06,0.0,3.8414658774854615e-05,1.2982054613530636e-05,7.196572303771973,0.0,3.841465968434932e-06,1.2982054613530636e-06,0.0,1.2982054613530636e-05,0.0,2.9167627872084267e-05,0.0,0.0,0.0,0.0,0.0,0.14659345149993896,0.0,1,0.996184766292572,True,0.0038151931948959827,0.996184766292572,3.0857765977998497e-06,0.678627684362383,True,True,True,0.006197955925017595,0.09246648102998734,0.5954870581626892,1,0.003603061893954873,2
59,confidence,original_reconstruction,0.01,5.13787335876259e-06,0.0,3.8431760913226753e-05,1.2946969945915043e-05,7.196597576141357,0.0,3.843176273221616e-06,1.2946969718541368e-06,0.0,1.2946969945915043e-05,0.0,2.9111311960150488e-05,0.0,0.0,0.0,0.0,0.0,0.14659219980239868,0.0,1,0.9961884617805481,True,0.003811570815742016,0.9961884617805481,3.080141141253989e-06,0.678627684362383,True,True,True,0.006199335679411888,0.09248972684144974,0.5955880880355835,1,0.003598189912736416,2
60,confidence,original_reconstruction,0.01,5.13573422722402e-06,0.0,3.8446669350378215e-05,1.2910672012367286e-05,7.19655179977417,0.0,3.8446669350378215e-06,1.291067178499361e-06,0.0,1.2910672012367286e-05,0.0,2.9068203730275854e-05,0.0,0.0,0.0,0.0,0.0,0.1465911567211151,0.0,1,0.9961912631988525,True,0.0038086744025349617,0.9961912631988525,3.074572532568709e-06,0.678627684362383,True,True,True,0.006200538016855717,0.09250245988368988,0.5954925417900085,1,0.0035931423772126436,2
61,confidence,original_reconstruction,0.01,5.133497779752361e-06,0.0,3.845957326120697e-05,1.2875401807832532e-05,7.196570873260498,0.0,3.845957508019637e-06,1.2875401580458856e-06,0.0,1.2875401807832532e-05,0.0,2.9026488846284337e-05,0.0,0.0,0.0,0.0,0.0,0.14659032225608826,0.0,1,0.9961940050125122,True,0.0038059833459556103,0.9961940050125122,3.0687876915180823e-06,0.678627684362383,True,True,True,0.006201578304171562,0.09251496940851212,0.5955476760864258,1,0.003588231047615409,2
62,confidence,original_reconstruction,0.01,5.130956651555607e-06,0.0,3.847065454465337e-05,1.2838907423429191e-05,7.196599006652832,0.0,3.847065727313748e-06,1.2838908105550217e-06,0.0,1.2838907423429191e-05,0.0,2.898117782024201e-05,0.0,0.0,0.0,0.0,0.0,0.1465897262096405,0.0,1,0.996196985244751,True,0.0038030052091926336,0.996196985244751,3.0632418202003464e-06,0.678627684362383,True,True,True,0.0062024714425206184,0.09252817928791046,0.5956358909606934,1,0.0035831420682370663,2
63,confidence,original_reconstruction,0.01,5.1282113417983055e-06,0.0,3.848007327178493e-05,1.280203832720872e-05,7.196662425994873,0.0,3.8480075090774335e-06,1.280203832720872e-06,0.0,1.280203832720872e-05,0.0,2.8952652428415604e-05,0.0,0.0,0.0,0.0,0.0,0.14658907055854797,0.0,1,0.996198832988739,True,0.0038011271972209215,0.996198832988739,3.057668436667882e-06,0.678627684362383,True,True,True,0.006203230936080217,0.09254030883312225,0.5957075953483582,1,0.0035779934842139482,2
64,confidence,original_reconstruction,0.01,5.1253837227704935e-06,0.0,3.848798223771155e-05,1.2765851352014579e-05,7.196632385253906,0.0,3.848798314720625e-06,1.276585180676193e-06,0.0,1.2765851352014579e-05,0.0,2.8925494916620664e-05,0.0,0.0,0.0,0.0,0.0,0.14658904075622559,0.0,1,0.9962006211280823,True,0.0037993360310792923,0.9962006211280823,3.0523399345838698e-06,0.678627684362383,True,True,True,0.006203868426382542,0.09254691004753113,0.5957479476928711,1,0.003572933143004775,2
65,confidence,original_reconstruction,0.01,5.1224074013589416e-06,0.0,3.849450877169147e-05,1.2729565241897944e-05,7.196648597717285,0.0,3.849450877169147e-06,1.2729565241897944e-06,0.0,1.2729565241897944e-05,0.0,2.889654388127383e-05,0.0,0.0,0.0,0.0,0.0,0.14658847451210022,0.0,1,0.9962025284767151,True,0.0037975176237523556,0.9962025284767151,3.0471678655885626e-06,0.678627684362383,True,True,True,0.006204394157975912,0.09255553781986237,0.5956193804740906,1,0.0035678516142070293,2
66,confidence,original_reconstruction,0.01,5.119281922816299e-06,0.0,3.8499783840961754e-05,1.2693033568211831e-05,7.196690082550049,0.0,3.8499783840961754e-06,1.2693034250332857e-06,0.0,1.2693033568211831e-05,0.0,2.8869413654319942e-05,0.0,0.0,0.0,0.0,0.0,0.14658811688423157,0.0,1,0.9962043166160583,True,0.0037957283202558756,0.9962043166160583,3.042095613636775e-06,0.678627684362383,True,True,True,0.006204819306731224,0.09256453812122345,0.5956891775131226,1,0.0035627284087240696,2
67,confidence,original_reconstruction,0.01,5.116473857924575e-06,0.0,3.8503923860844225e-05,1.2660812899412122e-05,7.196701526641846,0.0,3.850392658932833e-06,1.2660813126785797e-06,0.0,1.2660812899412122e-05,0.0,2.8853142794105224e-05,0.0,0.0,0.0,0.0,0.0,0.14658769965171814,0.0,1,0.9962053894996643,True,0.0037946898955851793,0.9962053894996643,3.037077021872392e-06,0.678627684362383,True,True,True,0.006205153185874224,0.09257227927446365,0.5957167744636536,1,0.0035582035779953003,2
68,confidence,original_reconstruction,0.01,5.113121005706489e-06,0.0,3.850701614283025e-05,1.2624193004739936e-05,7.1966471672058105,0.0,3.850701887131436e-06,1.2624193459487287e-06,0.0,1.2624193004739936e-05,0.0,2.8830099836341105e-05,0.0,0.0,0.0,0.0,0.0,0.14658701419830322,0.0,1,0.9962068796157837,True,0.003793103853240609,0.9962068796157837,3.0312460239656502e-06,0.678627684362383,True,True,True,0.006205402314662933,0.09258048236370087,0.5956138372421265,1,0.0035530540626496077,2
69,confidence,original_reconstruction,0.01,5.10978179590893e-06,0.0,3.850916255032644e-05,1.2588651770784054e-05,7.196714878082275,0.0,3.850916527881054e-06,1.2588651543410379e-06,0.0,1.2588651770784054e-05,0.0,2.8813838071073405e-05,0.0,0.0,0.0,0.0,0.0,0.1465868353843689,0.0,1,0.9962079524993896,True,0.0037920663598924875,0.9962079524993896,3.0255544061219553e-06,0.678627684362383,True,True,True,0.0062055750750005245,0.09258851408958435,0.595700204372406,1,0.0035480489023029804,2
70,confidence,original_reconstruction,0.01,5.106135176902171e-06,0.0,3.8510439480887726e-05,1.2550911378639285e-05,7.1967082023620605,0.0,3.851043857139302e-06,1.255091206076031e-06,0.0,1.2550911378639285e-05,0.0,2.879938983824104e-05,0.0,0.0,0.0,0.0,0.0,0.1465868502855301,0.0,1,0.996208906173706,True,0.003791144350543618,0.996208906173706,3.0195606086635962e-06,0.678627684362383,True,True,True,0.0062056779861450195,0.09259232878684998,0.5958012938499451,1,0.003542726393789053,2
71,confidence,original_reconstruction,0.01,5.1028096095251385e-06,0.0,3.851093424600549e-05,1.2517161849245895e-05,7.196724891662598,0.0,3.851093424600549e-06,1.2517161849245895e-06,0.0,1.2517161849245895e-05,0.0,2.8781330911442637e-05,0.0,0.0,0.0,0.0,0.0,0.14658616483211517,0.0,1,0.9962100982666016,True,0.003789934329688549,0.9962100982666016,3.015008132933872e-06,0.678627684362383,True,True,True,0.006205718033015728,0.09259764850139618,0.5957645177841187,1,0.0035379601176828146,2
72,confidence,original_reconstruction,0.01,5.09942447024514e-06,0.0,3.8510715967277065e-05,1.248352782567963e-05,7.196768760681152,0.0,3.8510715967277065e-06,1.2483527598305955e-06,0.0,1.248352782567963e-05,0.0,2.876508551707957e-05,0.0,0.0,0.0,0.0,0.0,0.146586075425148,0.0,1,0.9962111711502075,True,0.0037888975348323584,0.9962111711502075,3.0097417038632557e-06,0.678627684362383,True,True,True,0.00620570033788681,0.09260411560535431,0.5958361625671387,1,0.0035332036204636097,2
73,confidence,original_reconstruction,0.01,5.095976121083368e-06,0.0,3.850983557640575e-05,1.244992199644912e-05,7.196795463562012,0.0,3.850983830488985e-06,1.2449921769075445e-06,0.0,1.244992199644912e-05,0.0,2.876147482311353e-05,0.0,0.0,0.0,0.0,0.0,0.14658595621585846,0.0,1,0.9962114095687866,True,0.0037885515484958887,0.9962114095687866,3.004873633472016e-06,0.678627684362383,True,True,True,0.0062056295573711395,0.092607282102108,0.5958049297332764,1,0.0035284445621073246,2
74,confidence,original_reconstruction,0.01,5.092459105071612e-06,0.0,3.850836947094649e-05,1.2416220670274924e-05,7.196765422821045,0.0,3.850836947094649e-06,1.241622044290125e-06,0.0,1.2416220670274924e-05,0.0,2.8743428629240952e-05,0.0,0.0,0.0,0.0,0.0,0.14658567309379578,0.0,1,0.9962126016616821,True,0.0037874288391321898,0.9962126016616821,3.000904598593479e-06,0.678627684362383,True,True,True,0.006205511279404163,0.09261306375265121,0.5958895087242126,1,0.003523665713146329,2
75,confidence,original_reconstruction,0.01,5.089103979116771e-06,0.0,3.8506350392708555e-05,1.238469030795386e-05,7.196811676025391,0.0,3.8506350392708555e-06,1.2384690535327536e-06,0.0,1.238469030795386e-05,0.0,2.873982157325372e-05,0.0,0.0,0.0,0.0,0.0,0.14658543467521667,0.0,1,0.9962128400802612,True,0.003787198569625616,0.9962128400802612,2.9957445804029703e-06,0.678627684362383,True,True,True,0.006205348763614893,0.0926167219877243,0.595869243144989,1,0.0035191888455301523,2
76,confidence,original_reconstruction,0.01,5.085427801532205e-06,0.0,3.8503836549352854e-05,1.23504423754639e-05,7.196815013885498,0.0,3.850383563985815e-06,1.23504423754639e-06,0.0,1.23504423754639e-05,0.0,2.873125413316302e-05,0.0,0.0,0.0,0.0,0.0,0.14658519625663757,0.0,1,0.9962133765220642,True,0.0037865941412746906,0.9962133765220642,2.9908501346653793e-06,0.678627684362383,True,True,True,0.006205146200954914,0.09262026846408844,0.595871090888977,1,0.003514319658279419,2
77,confidence,original_reconstruction,0.01,5.081927156425081e-06,0.0,3.850086795864627e-05,1.2318398148636334e-05,7.196848392486572,0.0,3.850087068713037e-06,1.2318398603383685e-06,0.0,1.2318398148636334e-05,0.0,2.8715019652736373e-05,0.0,0.0,0.0,0.0,0.0,0.1465848982334137,0.0,1,0.9962144494056702,True,0.003785586915910244,0.9962144494056702,2.986381332448218e-06,0.678627684362383,True,True,True,0.006204906851053238,0.09262445569038391,0.5958895087242126,1,0.003509757574647665,2
78,confidence,original_reconstruction,0.01,5.078559752291767e-06,0.0,3.849748827633448e-05,1.2288110156077892e-05,7.196887493133545,0.0,3.849748736683978e-06,1.2288110156077892e-06,0.0,1.2288110156077892e-05,0.0,2.8720431146211922e-05,0.0,0.0,0.0,0.0,0.0,0.14658498764038086,0.0,1,0.9962140917778015,True,0.0037858455907553434,0.9962140917778015,2.9816953883710084e-06,0.678627684362383,True,True,True,0.006204634439200163,0.09262531995773315,0.5959647297859192,1,0.0035054399631917477,2
79,confidence,original_reconstruction,0.01,5.074994987808168e-06,0.0,3.8493730244226754e-05,1.2256217814865522e-05,7.196905612945557,0.0,3.8493731153721455e-06,1.2256217587491847e-06,0.0,1.2256217814865522e-05,0.0,2.8707807359751314e-05,0.0,0.0,0.0,0.0,0.0,0.14658470451831818,0.0,1,0.9962149262428284,True,0.0037850113585591316,0.9962149262428284,2.9775314942526165e-06,0.678627684362383,True,True,True,0.006204331759363413,0.09262906014919281,0.5960069894790649,1,0.0035008881241083145,2
80,confidence,original_reconstruction,0.01,5.071535269962624e-06,0.0,3.848962296615355e-05,1.2225728823977988e-05,7.196922779083252,0.0,3.848962478514295e-06,1.2225729051351664e-06,0.0,1.2225728823977988e-05,0.0,2.8702399504254572e-05,0.0,0.0,0.0,0.0,0.0,0.1465846598148346,0.0,1,0.996215283870697,True,0.003784752916544676,0.996215283870697,2.972885113194934e-06,0.678627684362383,True,True,True,0.006204000674188137,0.09263148158788681,0.5959978699684143,1,0.003496530931442976,2
81,confidence,original_reconstruction,0.01,5.067779511591652e-06,0.0,3.8485199183924124e-05,1.21925959319924e-05,7.196959972381592,0.0,3.8485200093418825e-06,1.2192596159366076e-06,0.0,1.21925959319924e-05,0.0,2.8693382773781195e-05,0.0,0.0,0.0,0.0,0.0,0.1465844064950943,0.0,1,0.9962158799171448,True,0.003784062108024955,0.9962158799171448,2.967998398162308e-06,0.678627684362383,True,True,True,0.006203643977642059,0.09263424575328827,0.5960254073143005,1,0.0034917898010462523,2
82,confidence,original_reconstruction,0.01,5.064300694357371e-06,0.0,3.848048436339013e-05,1.2162520761194173e-05,7.196979999542236,0.0,3.848048436339013e-06,1.21625214433152e-06,0.0,1.2162520761194173e-05,0.0,2.8687976737273857e-05,0.0,0.0,0.0,0.0,0.0,0.1465844213962555,0.0,1,0.9962162375450134,True,0.0037837172858417034,0.9962162375450134,2.9634297789016273e-06,0.678627684362383,True,True,True,0.006203263998031616,0.09263436496257782,0.5961171984672546,1,0.0034874805714935064,2
83,confidence,original_reconstruction,0.01,5.060792318545282e-06,0.0,3.847551124636084e-05,1.2132411029597279e-05,7.196978569030762,0.0,3.847551397484494e-06,1.213241148434463e-06,0.0,1.2132411029597279e-05,0.0,2.8675360226770863e-05,0.0,0.0,0.0,0.0,0.0,0.1465843915939331,0.0,1,0.9962170720100403,True,0.0037829698994755745,0.9962170720100403,2.959117409773171e-06,0.678627684362383,True,True,True,0.006202863063663244,0.09263661503791809,0.596108078956604,1,0.00348316109739244,2
84,confidence,original_reconstruction,0.01,5.057173439126927e-06,0.0,3.8470287108793855e-05,1.2101445463486016e-05,7.197060585021973,0.0,3.847028892778326e-06,1.2101445463486016e-06,0.0,1.2101445463486016e-05,0.0,2.8675360226770863e-05,0.0,0.0,0.0,0.0,0.0,0.1465843766927719,0.0,1,0.9962170720100403,True,0.0037828830536454916,0.9962170720100403,2.9546499717980623e-06,0.678627684362383,True,True,True,0.006202442105859518,0.09263771027326584,0.5960933566093445,1,0.0034787131007760763,2
85,confidence,original_reconstruction,0.01,5.05368643644033e-06,0.0,3.846484105451964e-05,1.2072023309883662e-05,7.197082042694092,0.0,3.846484105451964e-06,1.2072023309883662e-06,0.0,1.2072023309883662e-05,0.0,2.867175680876244e-05,0.0,0.0,0.0,0.0,0.0,0.1465843915939331,0.0,1,0.9962173104286194,True,0.0037826821208000183,0.9962173104286194,2.951180476884474e-06,0.678627684362383,True,True,True,0.006202002987265587,0.09263752400875092,0.5961870551109314,1,0.003474481636658311,2
86,confidence,original_reconstruction,0.01,5.049937954026973e-06,0.0,3.845918763545342e-05,1.2040190085826907e-05,7.197093486785889,0.0,3.845918854494812e-06,1.2040189858453232e-06,0.0,1.2040190085826907e-05,0.0,2.867175680876244e-05,0.0,0.0,0.0,0.0,0.0,0.1465843766927719,0.0,1,0.9962173104286194,True,0.0037826530169695616,0.9962173104286194,2.9465052193700103e-06,0.678627684362383,True,True,True,0.006201547104865313,0.09263826906681061,0.5962164402008057,1,0.0034698976669460535,2
87,confidence,original_reconstruction,0.01,5.046420938015217e-06,0.0,3.8453348679468036e-05,1.2010857972200029e-05,7.197120666503906,0.0,3.845334958896274e-06,1.2010858654321055e-06,0.0,1.2010857972200029e-05,0.0,2.866995237127412e-05,0.0,0.0,0.0,0.0,0.0,0.14658421277999878,0.0,1,0.9962174296379089,True,0.003782624611631036,0.9962174296379089,2.9422253646771424e-06,0.678627684362383,True,True,True,0.0062010763213038445,0.0926394835114479,0.5962329506874084,1,0.0034656685311347246,2
88,confidence,original_reconstruction,0.01,5.0429903240001295e-06,0.0,3.844733510049991e-05,1.1982565411017276e-05,7.197147369384766,0.0,3.844733782898402e-06,1.1982565411017276e-06,0.0,1.1982565411017276e-05,0.0,2.866995237127412e-05,0.0,0.0,0.0,0.0,0.0,0.14658412337303162,0.0,1,0.9962174296379089,True,0.0037825668696314096,0.9962174296379089,2.937846375061781e-06,0.678627684362383,True,True,True,0.006200591567903757,0.09264054149389267,0.5961925387382507,1,0.0034615842159837484,2
89,confidence,original_reconstruction,0.01,5.039611551183043e-06,0.0,3.8441154174506664e-05,1.195496315631317e-05,7.197153091430664,0.0,3.844115326501196e-06,1.1954963383686845e-06,0.0,1.195496315631317e-05,0.0,2.866995237127412e-05,0.0,0.0,0.0,0.0,0.0,0.14658427238464355,0.0,1,0.9962174296379089,True,0.0037825379986315966,0.9962174296379089,2.9337184059841093e-06,0.678627684362383,True,True,True,0.0062000928446650505,0.09263934940099716,0.5963082313537598,1,0.003457594895735383,2
90,confidence,original_reconstruction,0.01,5.036123184254393e-06,0.0,3.843483136733994e-05,1.1926401384698693e-05,7.197167873382568,0.0,3.843483227683464e-06,1.1926401839446044e-06,0.0,1.1926401384698693e-05,0.0,2.8664548153756186e-05,0.0,0.0,0.0,0.0,0.0,0.14658433198928833,0.0,1,0.9962177872657776,True,0.003782193176448345,0.9962177872657776,2.9290472411958035e-06,0.678627684362383,True,True,True,0.0061995829455554485,0.09264037013053894,0.5963487029075623,1,0.003453462151810527,2
91,confidence,original_reconstruction,0.01,5.032805347582325e-06,0.0,3.842837395495735e-05,1.18996786113712e-05,7.197216510772705,0.0,3.842837486445205e-06,1.18996786113712e-06,0.0,1.18996786113712e-05,0.0,2.8662745535257272e-05,0.0,0.0,0.0,0.0,0.0,0.14658451080322266,0.0,1,0.9962179064750671,True,0.0037821359001100063,0.9962179064750671,2.9249185899971053e-06,0.678627684362383,True,True,True,0.0061990623362362385,0.0926402360200882,0.5963597297668457,1,0.0034495911095291376,2
92,confidence,original_reconstruction,0.01,5.029346993978834e-06,0.0,3.842178557533771e-05,1.1871685273945332e-05,7.197290897369385,0.0,3.842178557533771e-06,1.1871685501319007e-06,0.0,1.1871685273945332e-05,0.0,2.8662745535257272e-05,0.0,0.0,0.0,0.0,0.0,0.14658454060554504,0.0,1,0.9962179064750671,True,0.003782078390941024,0.9962179064750671,2.920877705037128e-06,0.678627684362383,True,True,True,0.00619853101670742,0.09264002740383148,0.5963872075080872,1,0.003445531241595745,2
93,confidence,original_reconstruction,0.01,5.025952305004466e-06,0.0,3.8415084418375045e-05,1.1844436812680215e-05,7.1973419189453125,0.0,3.841508714685915e-06,1.184443704005389e-06,0.0,1.1844436812680215e-05,0.0,2.8664548153756186e-05,0.0,0.0,0.0,0.0,0.0,0.14658434689044952,0.0,1,0.9962177872657776,True,0.003782193176448345,0.9962177872657776,2.916479843406705e-06,0.678627684362383,True,True,True,0.006197990383952856,0.09264148026704788,0.5965304374694824,1,0.003441574750468135,2
94,confidence,original_reconstruction,0.01,5.02246075484436e-06,0.0,3.8408266846090555e-05,1.1816338883363642e-05,7.197371482849121,0.0,3.840826593659585e-06,1.1816339338110993e-06,0.0,1.1816338883363642e-05,0.0,2.8657341317739338e-05,0.0,0.0,0.0,0.0,0.0,0.1465843766927719,0.0,1,0.9962182641029358,True,0.0037817908450961113,0.9962182641029358,2.9124335014785174e-06,0.678627684362383,True,True,True,0.006197440437972546,0.09264170378446579,0.596521258354187,1,0.003437490202486515,2
95,confidence,original_reconstruction,0.01,5.019056516175624e-06,0.0,3.8401351048378274e-05,1.1789212294388562e-05,7.197453498840332,0.0,3.840135377686238e-06,1.1789212521762238e-06,0.0,1.1789212294388562e-05,0.0,2.8660944735747762e-05,0.0,0.0,0.0,0.0,0.0,0.14658433198928833,0.0,1,0.9962180256843567,True,0.003781963372603059,0.9962180256843567,2.908480155383586e-06,0.678627684362383,True,True,True,0.006196882110089064,0.0926421508193016,0.5965782403945923,1,0.00343354232609272,2
96,confidence,original_reconstruction,0.01,5.015727765567135e-06,0.0,3.8394344301195815e-05,1.1762929716496728e-05,7.1974921226501465,0.0,3.839434612018522e-06,1.1762930398617755e-06,0.0,1.1762929716496728e-05,0.0,2.8659142117248848e-05,0.0,0.0,0.0,0.0,0.0,0.1465843915939331,0.0,1,0.9962181448936462,True,0.00378190609626472,0.9962181448936462,2.904273742387886e-06,0.678627684362383,True,True,True,0.006196316797286272,0.09264278411865234,0.5966314077377319,1,0.003429712727665901,2
97,confidence,original_reconstruction,0.01,5.0124099288950674e-06,0.0,3.8387250242521986e-05,1.1736849046428688e-05,7.197551250457764,0.0,3.838725206151139e-06,1.1736849501176039e-06,0.0,1.1736849046428688e-05,0.0,2.8657341317739338e-05,0.0,0.0,0.0,0.0,0.0,0.14658428728580475,0.0,1,0.9962182641029358,True,0.0037817044649273157,0.9962182641029358,2.902135065596667e-06,0.678627684362383,True,True,True,0.006195744499564171,0.09264253079891205,0.5966204404830933,1,0.0034259085077792406,2
98,confidence,original_reconstruction,0.01,5.009181677451124e-06,0.0,3.838006887235679e-05,1.171174426417565e-05,7.197579383850098,0.0,3.838007160084089e-06,1.1711744036801974e-06,0.0,1.171174426417565e-05,0.0,2.8653737899730913e-05,0.0,0.0,0.0,0.0,0.0,0.14658425748348236,0.0,1,0.9962185025215149,True,0.0037815035320818424,0.9962185025215149,2.898134653150919e-06,0.678627684362383,True,True,True,0.006195164751261473,0.09264252334833145,0.5966351628303528,1,0.0034222425892949104,2
99,confidence,original_reconstruction,0.01,5.005745606467826e-06,0.0,3.837280746665783e-05,1.1684647688525729e-05,7.197646141052246,0.0,3.837280928564724e-06,1.1684647915899404e-06,0.0,1.1684647688525729e-05,0.0,2.8657341317739338e-05,0.0,0.0,0.0,0.0,0.0,0.1465841829776764,0.0,1,0.9962182641029358,True,0.0037817908450961113,0.9962182641029358,2.893732698794338e-06,0.678627684362383,True,True,True,0.0061945789493620396,0.0926433801651001,0.5966406464576721,1,0.003418281441554427,2
100,confidence,original_reconstruction,0.01,5.002498255635146e-06,0.0,3.836548421531916e-05,1.16594965220429e-05,7.197695732116699,0.0,3.8365483305824455e-06,1.1659496976790251e-06,0.0,1.16594965220429e-05,0.0,2.8653737899730913e-05,0.0,0.0,0.0,0.0,0.0,0.1465841382741928,0.0,1,0.9962185025215149,True,0.003781532170251012,0.9962185025215149,2.8895776722492883e-06,0.678627684362383,True,True,True,0.006193987559527159,0.09264523535966873,0.5966864824295044,1,0.0034146003890782595,2
101,confidence,original_reconstruction,0.01,4.999146312911762e-06,0.0,3.8358080928446725e-05,1.1633381291176192e-05,7.197729587554932,0.0,3.835808001895202e-06,1.1633381973297219e-06,0.0,1.1633381291176192e-05,0.0,2.8653737899730913e-05,0.0,0.0,0.0,0.0,0.0,0.14658409357070923,0.0,1,0.9962185025215149,True,0.0037815612740814686,0.9962185025215149,2.885482899728231e-06,0.678627684362383,True,True,True,0.006193390116095543,0.0926472470164299,0.5966443419456482,1,0.0034107742831110954,2
102,confidence,original_reconstruction,0.01,4.995881681679748e-06,0.0,3.835062307189219e-05,1.160819192591589e-05,7.197787284851074,0.0,3.8350622162397485e-06,1.160819238066324e-06,0.0,1.160819192591589e-05,0.0,2.8653737899730913e-05,0.0,0.0,0.0,0.0,0.0,0.146584153175354,0.0,1,0.9962185025215149,True,0.0037814746610820293,0.9962185025215149,2.881771933971322e-06,0.678627684362383,True,True,True,0.006192788016051054,0.09264668822288513,0.5966039299964905,1,0.003407079493626952,2
103,confidence,original_reconstruction,0.01,4.992617050447734e-06,0.0,3.834309973171912e-05,1.158307077275822e-05,7.197807788848877,0.0,3.834310064121382e-06,1.1583071000131895e-06,0.0,1.158307077275822e-05,0.0,2.864833368221298e-05,0.0,0.0,0.0,0.0,0.0,0.14658406376838684,0.0,1,0.9962188601493835,True,0.0037811584770679474,0.9962188601493835,2.877837232517777e-06,0.678627684362383,True,True,True,0.006192180328071117,0.09264761209487915,0.5966699719429016,1,0.0034033909905701876,2
104,confidence,original_reconstruction,0.01,4.989453373127617e-06,0.0,3.833552182186395e-05,1.1559009180928115e-05,7.197834491729736,0.0,3.8335524550348055e-06,1.1559009180928115e-06,0.0,1.1559009180928115e-05,0.0,2.864833368221298e-05,0.0,0.0,0.0,0.0,0.0,0.14658407866954803,0.0,1,0.9962188601493835,True,0.003781129838898778,0.9962188601493835,2.8744241262756987e-06,0.678627684362383,True,True,True,0.006191568449139595,0.09264665096998215,0.5967691540718079,1,0.0033998542930930853,2
105,confidence,original_reconstruction,0.01,4.98626422995585e-06,0.0,3.832788206636906e-05,1.1534756595210638e-05,7.197856426239014,0.0,3.832788479485316e-06,1.1534756367836962e-06,0.0,1.1534756595210638e-05,0.0,2.8646532882703468e-05,0.0,0.0,0.0,0.0,0.0,0.14658403396606445,0.0,1,0.9962189793586731,True,0.003781072562560439,0.9962189793586731,2.871041715479805e-06,0.678627684362383,True,True,True,0.006190951447933912,0.09264757484197617,0.5967379808425903,1,0.0033962856978178024,2
106,confidence,original_reconstruction,0.01,4.9829427553049754e-06,0.0,3.832019865512848e-05,1.1509227988426574e-05,7.1979289054870605,0.0,3.832019956462318e-06,1.1509227988426574e-06,0.0,1.1509227988426574e-05,0.0,2.8644732083193958e-05,0.0,0.0,0.0,0.0,0.0,0.14658400416374207,0.0,1,0.9962190985679626,True,0.003780957544222474,0.9962190985679626,2.8672607186308596e-06,0.678627684362383,True,True,True,0.006190331187099218,0.09264704585075378,0.5967691540718079,1,0.0033925252500921488,2
