step,target_loss_component,decoded_distance_reference,learning_rate,total,target,latent,decoded,physiological,weighted_target,weighted_latent,weighted_decoded,weighted_physiological,decoded_joint,target_confidence_component,target_focal_component,target_vc_component,target_vc_latent_posterior_kl,target_vc_discriminator_kl,target_vc_class_prior_kl,typicality,discrepancy,weighted_typicality,predicted_class,target_probability,success,probability_0,probability_1,gradient_norm,typicality_threshold,typical,optimization_success,decoded_valid,decoder_latent_rmse,d_z,decoded_joint_target_probability,decoded_joint_predicted_class,delta_dec_joint,selected_step_so_far
18,confidence,original_reconstruction,0.01,3.940108399547171e-06,0.0,2.8218302759341896e-05,1.1182782145624515e-05,7.204797744750977,0.0,2.8218303214089246e-06,1.118278191825084e-06,0.0,1.1182782145624515e-05,0.0,7.159814413171262e-05,0.0,0.0,0.0,0.0,0.0,0.14701171219348907,0.0,1,0.994025707244873,True,0.005974255967885256,0.994025707244873,2.9931848075648304e-06,0.678627684362383,True,True,True,0.005312090273946524,0.08366987854242325,0.5944574475288391,1,0.003344066673889756,2
19,confidence,original_reconstruction,0.01,4.060038918396458e-06,0.0,2.910122748289723e-05,1.149916170106735e-05,7.204092025756836,0.0,2.910122702814988e-06,1.1499162155814702e-06,0.0,1.149916170106735e-05,0.0,6.543794006574899e-05,0.0,0.0,0.0,0.0,0.0,0.1469731330871582,0.0,1,0.9942881464958191,True,0.0057119326665997505,0.9942881464958191,3.031986580026569e-06,0.678627684362383,True,True,True,0.005394555162638426,0.0845206156373024,0.5945733189582825,1,0.0033910414204001427,2
20,confidence,original_reconstruction,0.01,4.169861313130241e-06,0.0,2.9915587219875306e-05,1.1783025001932401e-05,7.203383922576904,0.0,2.991558858411736e-06,1.1783025684053428e-06,0.0,1.1783025001932401e-05,0.0,6.0402959206840023e-05,0.0,0.0,0.0,0.0,0.0,0.1469373255968094,0.0,1,0.9945119619369507,True,0.005488064605742693,0.9945119619369507,3.0640273962490028e-06,0.678627684362383,True,True,True,0.0054695140570402145,0.08529001474380493,0.5947921872138977,1,0.003432641038671136,2
21,confidence,original_reconstruction,0.01,4.270927092875354e-06,0.0,3.066591307288036e-05,1.2043356036883779e-05,7.202819347381592,0.0,3.0665912618133007e-06,1.2043356036883779e-06,0.0,1.2043356036883779e-05,0.0,5.616782436845824e-05,0.0,0.0,0.0,0.0,0.0,0.14690427482128143,0.0,1,0.9947075843811035,True,0.005292448215186596,0.9947075843811035,3.0899577723175753e-06,0.678627684362383,True,True,True,0.0055376808159053326,0.08598817139863968,0.5949006080627441,1,0.0034703537821769714,2
22,confidence,original_reconstruction,0.01,4.3624222598737106e-06,0.0,3.135655424557626e-05,1.2267667443666141e-05,7.2021942138671875,0.0,3.1356555609818315e-06,1.2267668125787168e-06,0.0,1.2267667443666141e-05,0.0,5.2651437727035955e-05,0.0,0.0,0.0,0.0,0.0,0.1468764841556549,0.0,1,0.9948757290840149,True,0.005124263931065798,0.9948757290840149,3.1122935979510657e-06,0.678627684362383,True,True,True,0.005599692463874817,0.08661069720983505,0.5947793126106262,1,0.003502523060888052,2
23,confidence,original_reconstruction,0.01,4.446163984539453e-06,0.0,3.199166530976072e-05,1.246997453563381e-05,7.201663970947266,0.0,3.199166485501337e-06,1.246997499038116e-06,0.0,1.246997453563381e-05,0.0,4.9697897338774055e-05,0.0,0.0,0.0,0.0,0.0,0.14684925973415375,0.0,1,0.9950213432312012,True,0.004978678189218044,0.9950213432312012,3.131829998892499e-06,0.678627684362383,True,True,True,0.00565611757338047,0.08717207610607147,0.5948123931884766,1,0.003531285095959902,2
24,confidence,original_reconstruction,0.01,4.52204403700307e-06,0.0,3.257519347243942e-05,1.2645245078601874e-05,7.201186180114746,0.0,3.2575194381934125e-06,1.26452448512282e-06,0.0,1.2645245078601874e-05,0.0,4.7118141083046794e-05,0.0,0.0,0.0,0.0,0.0,0.14682435989379883,0.0,1,0.9951521158218384,True,0.0048479074612259865,0.9951521158218384,3.1499737360718427e-06,0.678627684362383,True,True,True,0.005707468371838331,0.08768760412931442,0.5949466228485107,1,0.0035560152027755976,2
25,confidence,original_reconstruction,0.01,4.5912065615993924e-06,0.0,3.311088221380487e-05,1.2801182492694352e-05,7.200700283050537,0.0,3.311088221380487e-06,1.2801182265320676e-06,0.0,1.2801182492694352e-05,0.0,4.497842746786773e-05,0.0,0.0,0.0,0.0,0.0,0.14680379629135132,0.0,1,0.9952633380889893,True,0.004736677277833223,0.9952633380889893,3.1666550057707354e-06,0.678627684362383,True,True,True,0.005754205398261547,0.0881468802690506,0.5949264168739319,1,0.003577874042093754,2
26,confidence,original_reconstruction,0.01,4.653751602745615e-06,0.0,3.360226401127875e-05,1.2935252925672103e-05,7.200300693511963,0.0,3.360226401127875e-06,1.2935253153045778e-06,0.0,1.2935252925672103e-05,0.0,4.311220982344821e-05,0.0,0.0,0.0,0.0,0.0,0.14678314328193665,0.0,1,0.9953625202178955,True,0.0046374863013625145,0.9953625202178955,3.169954425175092e-06,0.678627684362383,True,True,True,0.005796745885163546,0.08856317400932312,0.5949135422706604,1,0.003596561262384057,2
27,confidence,original_reconstruction,0.01,4.710551820608089e-06,0.0,3.405265306355432e-05,1.3052864233031869e-05,7.199977874755859,0.0,3.4052652608806966e-06,1.3052864460405544e-06,0.0,1.3052864233031869e-05,0.0,4.14980822824873e-05,0.0,0.0,0.0,0.0,0.0,0.14676529169082642,0.0,1,0.9954500794410706,True,0.004549889359623194,0.9954500794410706,3.1787878924660617e-06,0.678627684362383,True,True,True,0.005835465155541897,0.08894026279449463,0.5948638916015625,1,0.003612874774262309,2
28,confidence,original_reconstruction,0.01,4.762140179082053e-06,0.0,3.446516711846925e-05,1.3156235581845976e-05,7.199543476104736,0.0,3.4465167573216604e-06,1.31562353544723e-06,0.0,1.3156235581845976e-05,0.0,4.008436735603027e-05,0.0,0.0,0.0,0.0,0.0,0.14674818515777588,0.0,1,0.9955281615257263,True,0.004471881780773401,0.9955281615257263,3.183834905939875e-06,0.678627684362383,True,True,True,0.00587070407345891,0.0892820879817009,0.5947774648666382,1,0.0036271524149924517,2
29,confidence,original_reconstruction,0.01,4.8081064960570075e-06,0.0,3.4842712921090424e-05,1.3238351129984949e-05,7.199142932891846,0.0,3.4842712466343073e-06,1.3238351357358624e-06,0.0,1.3238351129984949e-05,0.0,3.882233795593493e-05,0.0,0.0,0.0,0.0,0.0,0.14673350751399994,0.0,1,0.9955990314483643,True,0.004400950390845537,0.9955990314483643,3.1913887141854502e-06,0.678627684362383,True,True,True,0.00590277137234807,0.0895996168255806,0.5948601961135864,1,0.003638454480096698,2
30,confidence,original_reconstruction,0.01,4.8498659452889115e-06,0.0,3.518802623148076e-05,1.3310630492924247e-05,7.19890022277832,0.0,3.5188027140975464e-06,1.3310631175045273e-06,0.0,1.3310630492924247e-05,0.0,3.775492950808257e-05,0.0,0.0,0.0,0.0,0.0,0.14672040939331055,0.0,1,0.9956598877906799,True,0.00434006517753005,0.9956598877906799,3.1981121537683066e-06,0.678627684362383,True,True,True,0.005931949708610773,0.08987120538949966,0.5949668884277344,1,0.0036483737640082836,2
31,confidence,original_reconstruction,0.01,4.887845534540247e-06,0.0,3.55036354449112e-05,1.3374818081501871e-05,7.198550224304199,0.0,3.5503635444911197e-06,1.3374818763622898e-06,0.0,1.3374818081501871e-05,0.0,3.6795681808143854e-05,0.0,0.0,0.0,0.0,0.0,0.14670753479003906,0.0,1,0.995715320110321,True,0.004284703638404608,0.995715320110321,3.1987881357053993e-06,0.678627684362383,True,True,True,0.0059584928676486015,0.09012959152460098,0.595029354095459,1,0.0036571596283465624,2
32,confidence,original_reconstruction,0.01,4.921002982882783e-06,0.0,3.579190524760634e-05,1.3418122762232088e-05,7.198291778564453,0.0,3.579190661184839e-06,1.3418123216979438e-06,0.0,1.3418122762232088e-05,0.0,3.5951059544458985e-05,0.0,0.0,0.0,0.0,0.0,0.14669649302959442,0.0,1,0.9957647323608398,True,0.0042352862656116486,0.9957647323608398,3.2018688216339797e-06,0.678627684362383,True,True,True,0.005982633680105209,0.09036335349082947,0.5949227213859558,1,0.0036630756221711636,2
33,confidence,original_reconstruction,0.01,4.951747541781515e-06,0.0,3.6055022064829245e-05,1.3462454262480605e-05,7.198109149932861,0.0,3.6055023429071298e-06,1.3462454262480605e-06,0.0,1.3462454262480605e-05,0.0,3.519552046782337e-05,0.0,0.0,0.0,0.0,0.0,0.14668592810630798,0.0,1,0.9958094358444214,True,0.004190605133771896,0.9958094358444214,3.2054479106591316e-06,0.678627684362383,True,True,True,0.006004583556205034,0.09056726098060608,0.5949907302856445,1,0.0036691217683255672,2
34,confidence,original_reconstruction,0.01,4.978281594958389e-06,0.0,3.629503044066951e-05,1.3487786418409087e-05,7.197899341583252,0.0,3.6295029985922156e-06,1.3487787100530113e-06,0.0,1.3487786418409087e-05,0.0,3.454284887993708e-05,0.0,0.0,0.0,0.0,0.0,0.1466769576072693,0.0,1,0.9958484172821045,True,0.004151531495153904,0.9958484172821045,3.2064888273453107e-06,0.678627684362383,True,True,True,0.006024535745382309,0.09075867384672165,0.594950258731842,1,0.003672572085633874,2
35,confidence,original_reconstruction,0.01,5.002315901947441e-06,0.0,3.6513803934212774e-05,1.350935417576693e-05,7.197653293609619,0.0,3.6513804388960125e-06,1.350935463051428e-06,0.0,1.350935417576693e-05,0.0,3.394477244000882e-05,0.0,0.0,0.0,0.0,0.0,0.14666834473609924,0.0,1,0.9958844780921936,True,0.004115477669984102,0.9958844780921936,3.2082666621136013e-06,0.678627684362383,True,True,True,0.006042665336281061,0.09093625098466873,0.5950863361358643,1,0.0036755073815584183,2
36,confidence,original_reconstruction,0.01,5.023485755373258e-06,0.0,3.671310332720168e-05,1.3521754226530902e-05,7.197546005249023,0.0,3.671310423669638e-06,1.3521754453904578e-06,0.0,1.3521754226530902e-05,0.0,3.3407803130103275e-05,0.0,0.0,0.0,0.0,0.0,0.14666084945201874,0.0,1,0.9959171414375305,True,0.004082836676388979,0.9959171414375305,3.2055095289251767e-06,0.678627684362383,True,True,True,0.006059133913367987,0.09109728038311005,0.5950330495834351,1,0.0036771937739104033,2
37,confidence,original_reconstruction,0.01,5.0423896027496085e-06,0.0,3.6894525692332536e-05,1.3529367606679443e-05,7.197414398193359,0.0,3.6894525692332536e-06,1.3529368061426794e-06,0.0,1.3529367606679443e-05,0.0,3.2944593840511516e-05,0.0,0.0,0.0,0.0,0.0,0.14665327966213226,0.0,1,0.9959455132484436,True,0.00405455008149147,0.9959455132484436,3.199744242010638e-06,0.678627684362383,True,True,True,0.006074086297303438,0.0912368893623352,0.5950348377227783,1,0.0036782289389520884,2
38,confidence,original_reconstruction,0.01,5.05906791659072e-06,0.0,3.705957351485267e-05,1.3531105651054531e-05,7.197326183319092,0.0,3.7059573969600024e-06,1.3531106333175558e-06,0.0,1.3531105651054531e-05,0.0,3.2511470635654405e-05,0.0,0.0,0.0,0.0,0.0,0.14664718508720398,0.0,1,0.995972216129303,True,0.004027742426842451,0.995972216129303,3.1976217087503755e-06,0.678627684362383,True,True,True,0.006087657529860735,0.09136795997619629,0.5951359868049622,1,0.0036784650292247534,2
39,confidence,original_reconstruction,0.01,5.07402137372992e-06,0.0,3.720960739883594e-05,1.3530606338463258e-05,7.197242736816406,0.0,3.7209608763077995e-06,1.3530606111089583e-06,0.0,1.3530606338463258e-05,0.0,3.2139840186573565e-05,0.0,0.0,0.0,0.0,0.0,0.1466417908668518,0.0,1,0.995995283126831,True,0.004004670772701502,0.995995283126831,3.1925503662932897e-06,0.678627684362383,True,True,True,0.006099967751652002,0.09148317575454712,0.5951378345489502,1,0.00367839727550745,2
40,confidence,original_reconstruction,0.01,5.0866519814007916e-06,0.0,3.734589336090721e-05,1.3520627362595405e-05,7.197113513946533,0.0,3.7345894270401914e-06,1.3520627817342756e-06,0.0,1.3520627362595405e-05,0.0,3.179120903951116e-05,0.0,0.0,0.0,0.0,0.0,0.146635964512825,0.0,1,0.9960170388221741,True,0.003982971888035536,0.9960170388221741,3.187838728990755e-06,0.678627684362383,True,True,True,0.006111128255724907,0.09159363806247711,0.5950716137886047,1,0.003677040571346879,2
41,confidence,original_reconstruction,0.01,5.097369921713835e-06,0.0,3.746960646822117e-05,1.3504092748917174e-05,7.1970038414001465,0.0,3.746960601347382e-06,1.3504093203664524e-06,0.0,1.3504092748917174e-05,0.0,3.148175164824352e-05,0.0,0.0,0.0,0.0,0.0,0.14663127064704895,0.0,1,0.9960364699363708,True,0.003963527735322714,0.9960364699363708,3.183081162205781e-06,0.678627684362383,True,True,True,0.006121241953223944,0.09169533103704453,0.5951763987541199,1,0.0036747914273291826,2
42,confidence,original_reconstruction,0.01,5.106644948682515e-06,0.0,3.75818126485683e-05,1.3484637747751549e-05,7.196953773498535,0.0,3.7581812648568302e-06,1.3484637975125224e-06,0.0,1.3484637747751549e-05,0.0,3.120434848824516e-05,0.0,0.0,0.0,0.0,0.0,0.1466270536184311,0.0,1,0.99605393409729,True,0.003946096636354923,0.99605393409729,3.1755985219206195e-06,0.678627684362383,True,True,True,0.006130400579422712,0.09178203344345093,0.5950771570205688,1,0.003672143444418907,2
43,confidence,original_reconstruction,0.01,5.115191470395075e-06,0.0,3.768349051824771e-05,1.346842236671364e-05,7.196892738342285,0.0,3.768349188248976e-06,1.346842282146099e-06,0.0,1.346842236671364e-05,0.0,3.0963266908656806e-05,0.0,0.0,0.0,0.0,0.0,0.14662334322929382,0.0,1,0.9960691928863525,True,0.003930742386728525,0.9960691928863525,3.171470780216623e-06,0.678627684362383,True,True,True,0.006138687953352928,0.09186313301324844,0.5953271389007568,1,0.0036699348129332066,2
44,confidence,original_reconstruction,0.01,5.121958565723617e-06,0.0,3.777555320993997e-05,1.3444033356790897e-05,7.1967949867248535,0.0,3.777555320993997e-06,1.3444033584164572e-06,0.0,1.3444033356790897e-05,0.0,3.074550841120072e-05,0.0,0.0,0.0,0.0,0.0,0.14661887288093567,0.0,1,0.9960830211639404,True,0.003916906658560038,0.9960830211639404,3.1663682875660015e-06,0.678627684362383,True,True,True,0.006146181840449572,0.09193453192710876,0.5951617360115051,1,0.0036666104570031166,2
45,confidence,original_reconstruction,0.01,5.1278707360324915e-06,0.0,3.78588265448343e-05,1.3419880815490615e-05,7.196808338165283,0.0,3.78588265448343e-06,1.3419880815490615e-06,0.0,1.3419880815490615e-05,0.0,3.055780325667001e-05,0.0,0.0,0.0,0.0,0.0,0.14661595225334167,0.0,1,0.9960950016975403,True,0.0039049882907420397,0.9960950016975403,3.160897904308513e-06,0.678627684362383,True,True,True,0.006152952555567026,0.09199686348438263,0.5952039957046509,1,0.003663315437734127,2
46,confidence,original_reconstruction,0.01,5.132864316692576e-06,0.0,3.793407086050138e-05,1.3394571396929678e-05,7.196773529052734,0.0,3.793407131524873e-06,1.3394571851677028e-06,0.0,1.3394571396929678e-05,0.0,3.03674260067055e-05,0.0,0.0,0.0,0.0,0.0,0.14661341905593872,0.0,1,0.9961071610450745,True,0.0038927807472646236,0.9961071610450745,3.155522335873684e-06,0.678627684362383,True,True,True,0.00615906435996294,0.09205693006515503,0.5951727628707886,1,0.003659859299659729,2
47,confidence,original_reconstruction,0.01,5.137108473718399e-06,0.0,3.8001988286850974e-05,1.3369098269322421e-05,7.196741104125977,0.0,3.8001987832103623e-06,1.3369098041948746e-06,0.0,1.3369098269322421e-05,0.0,3.0203067581169307e-05,0.0,0.0,0.0,0.0,0.0,0.14661097526550293,0.0,1,0.9961177110671997,True,0.003882263321429491,0.9961177110671997,3.152077624690719e-06,0.678627684362383,True,True,True,0.006164575461298227,0.09211075305938721,0.5952848792076111,1,0.003656377550214529,2
48,confidence,original_reconstruction,0.01,5.139987479196861e-06,0.0,3.806322274613194e-05,1.3336652045836672e-05,7.196731090545654,0.0,3.8063224110373994e-06,1.3336651818462997e-06,0.0,1.3336652045836672e-05,0.0,3.004468817380257e-05,0.0,0.0,0.0,0.0,0.0,0.14660847187042236,0.0,1,0.9961279034614563,True,0.0038720679003745317,0.9961279034614563,3.1457568638870725e-06,0.678627684362383,True,True,True,0.006169539876282215,0.09215858578681946,0.5952628254890442,1,0.0036519381683319807,2
49,confidence,original_reconstruction,0.01,5.142451300343964e-06,0.0,3.811833812505938e-05,1.3306174878380261e-05,7.196693420410156,0.0,3.8118339489301434e-06,1.3306174651006586e-06,0.0,1.3306174878380261e-05,0.0,2.9909268050687388e-05,0.0,0.0,0.0,0.0,0.0,0.14660632610321045,0.0,1,0.9961366057395935,True,0.0038633670192211866,0.9961366057395935,3.1388108254759572e-06,0.678627684362383,True,True,True,0.006174005102366209,0.0922042578458786,0.5953786373138428,1,0.0036477630492299795,2
50,confidence,original_reconstruction,0.01,5.143961061548907e-06,0.0,3.81679019483272e-05,1.3271703210193664e-05,7.196645736694336,0.0,3.81679046768113e-06,1.3271703664941015e-06,0.0,1.3271703210193664e-05,0.0,2.979389319079928e-05,0.0,0.0,0.0,0.0,0.0,0.14660413563251495,0.0,1,0.9961440563201904,True,0.0038558871019631624,0.9961440563201904,3.132903202640591e-06,0.678627684362383,True,True,True,0.00617801770567894,0.09224919974803925,0.5954226851463318,1,0.0036430349573493004,2
51,confidence,original_reconstruction,0.01,5.145141130924458e-06,0.0,3.821237260126509e-05,1.3239036888990086e-05,7.196671962738037,0.0,3.821237442025449e-06,1.3239036888990086e-06,0.0,1.3239036888990086e-05,0.0,2.9678740247618407e-05,0.0,0.0,0.0,0.0,0.0,0.14660149812698364,0.0,1,0.9961515069007874,True,0.0038485098630189896,0.9961515069007874,3.128233856841689e-06,0.678627684362383,True,True,True,0.006181615404784679,0.09228798002004623,0.59550541639328,1,0.0036385487765073776,2
52,confidence,original_reconstruction,0.01,5.1455022003210615e-06,0.0,3.825221938313916e-05,1.320280171057675e-05,7.196625709533691,0.0,3.825221938313916e-06,1.3202801483203075e-06,0.0,1.320280171057675e-05,0.0,2.958165350719355e-05,0.0,0.0,0.0,0.0,0.0,0.1465999186038971,0.0,1,0.9961578249931335,True,0.0038421384524554014,0.9961578249931335,3.122031785096624e-06,0.678627684362383,True,True,True,0.006184837780892849,0.09232164174318314,0.5954704880714417,1,0.003633565967902541,2
