config_index,is_selected,selection_level,selection_metric,selection_score,selection_score_std,n_folds,config,window_joint_loss_mean,window_joint_loss_std,trial_loss_mean,trial_joint_loss_mean,trial_accuracy_mean,trial_f1_mean,trial_precision_mean,trial_recall_mean,trial_loss_std,trial_joint_loss_std,trial_accuracy_std,trial_f1_std,trial_precision_std,trial_recall_std
0,1,trial,f1,0.3793103448275862,0.0,1,"{""activation"": ""relu"", ""ae_loss_weight"": 0.0, ""batch_size"": 8, ""bilstm_dropout"": 0.0, ""bilstm_layers"": 1, ""bilstm_units"": 256, ""dropout"": 0.0, ""emb_dim"": 64, ""epochs"": 10, ""gcn_units"": [32, 16], ""learning_rate"": 0.01, ""t_down"": 2, ""temporal_pool_sizes"": [2], ""use_batch_norm"": false, ""vae_beta"": 0.0, ""vc_alpha"": 1.0, ""vc_beta"": 0.0, ""vc_gamma"": 0.0, ""vc_lambda"": 0.0, ""vc_loss_weight"": 1.0}",0.6877294182777405,0.0,0.6852777545617913,0.6877294182777405,0.6111111111111112,0.3793103448275862,0.3055555555555556,0.5,0.0,0.0,0.0,0.0,0.0,0.0
