epoch,accuracy,autoencoder_loss,kl_loss,loss,predicted_class_0_fraction,predicted_class_1_fraction,reconstruction_loss,true_class_0_fraction,true_class_1_fraction,vc_class_prior_kl,vc_cross_entropy,vc_discriminator_kl,vc_discriminator_loss,vc_latent_kl,vc_loss,weighted_kl_loss,weighted_vc_class_prior_kl,weighted_vc_cross_entropy,weighted_vc_discriminator_kl,weighted_vc_latent_kl,val_accuracy,val_autoencoder_loss,val_kl_loss,val_loss,val_predicted_class_0_fraction,val_predicted_class_1_fraction,val_reconstruction_loss,val_true_class_0_fraction,val_true_class_1_fraction,val_vc_class_prior_kl,val_vc_cross_entropy,val_vc_discriminator_kl,val_vc_discriminator_loss,val_vc_latent_kl,val_vc_loss,val_weighted_kl_loss,val_weighted_vc_class_prior_kl,val_weighted_vc_cross_entropy,val_weighted_vc_discriminator_kl,val_weighted_vc_latent_kl
0,0.6711755394935608,1.0731555223464966,0.15456120669841766,1.0207734107971191,0.16618357598781586,0.833816409111023,1.0576989650726318,0.2753623127937317,0.7246376872062683,0.11549574136734009,0.6912122368812561,0.0785907655954361,0.0,0.645969808101654,0.6988268494606018,0.01545612420886755,0.0011549569899216294,0.6912122368812561,0.0,0.006459700409322977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0.7235104441642761,1.012640357017517,0.10481815785169601,0.9956420063972473,0.04009661823511124,0.959903359413147,1.0021586418151855,0.2753623127937317,0.7246376872062683,0.11126311123371124,0.6869623064994812,0.1492306888103485,0.0,0.3774537444114685,0.6918494701385498,0.01048181764781475,0.0011126314057037234,0.6869623064994812,0.0,0.003774536307901144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,0.7190015912055969,1.0002130270004272,0.08709367364645004,0.9870328307151794,0.04299516975879669,0.9570048451423645,0.9915038347244263,0.2753623127937317,0.7246376872062683,0.10719399899244308,0.682457447052002,0.18987788259983063,0.0,0.3439197242259979,0.6869683265686035,0.008709367364645004,0.0010719402926042676,0.682457447052002,0.0,0.003439196851104498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,0.7180353999137878,0.9864318370819092,0.0928284227848053,0.9797604084014893,0.02141706831753254,0.9785829186439514,0.9771487712860107,0.2753623127937317,0.7246376872062683,0.1032610684633255,0.6791819930076599,0.15788736939430237,0.0,0.36164021492004395,0.683830976486206,0.00928284041583538,0.0010326107731088996,0.6791819930076599,0.0,0.0036164026241749525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,0.7235104441642761,0.9686561226844788,0.1224561408162117,0.9694054126739502,0.002093397779390216,0.9979066252708435,0.9564104080200195,0.2753623127937317,0.7246376872062683,0.09946002066135406,0.674048662185669,0.19774749875068665,0.0,0.3765045404434204,0.6788083910942078,0.01224561594426632,0.000994600006379187,0.674048662185669,0.0,0.0037650454323738813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,0.7239935398101807,0.9580925107002258,0.12490170449018478,0.9599838852882385,0.0006441223667934537,0.9993558526039124,0.9456024169921875,0.2753623127937317,0.7246376872062683,0.095789834856987,0.6678299903869629,0.15349891781806946,0.0,0.37684592604637146,0.6725561022758484,0.012490169145166874,0.0009578982135280967,0.6678299903869629,0.0,0.003768458729609847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,0.7252817749977112,0.9497093558311462,0.12765607237815857,0.9508002996444702,0.0012882447335869074,0.9987117648124695,0.9369436502456665,0.2753623127937317,0.7246376872062683,0.0922493264079094,0.661296010017395,0.1703847199678421,0.0,0.3669196665287018,0.665887713432312,0.01276561338454485,0.0009224931709468365,0.661296010017395,0.0,0.003669196041300893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,0.7239935398101807,0.9429364204406738,0.12513458728790283,0.9425913095474243,0.0016103059751912951,0.998389720916748,0.9304231405258179,0.2753623127937317,0.7246376872062683,0.08883747458457947,0.6550514698028564,0.20195092260837555,0.0,0.3770783841609955,0.6597106456756592,0.012513461522758007,0.0008883747505024076,0.6550514698028564,0.0,0.0037707833107560873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,0.7247987389564514,0.9375435709953308,0.1324910670518875,0.9352954030036926,0.00048309177509509027,0.9995169043540955,0.9242944717407227,0.2753623127937317,0.7246376872062683,0.08555189520120621,0.6492059230804443,0.21889245510101318,0.0,0.3970693349838257,0.6540323495864868,0.013249105773866177,0.0008555189706385136,0.6492059230804443,0.0,0.003970692865550518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,0.7251207828521729,0.9291869401931763,0.1372949182987213,0.9247530698776245,0.0011272141709923744,0.9988727569580078,0.9154571294784546,0.2753623127937317,0.7246376872062683,0.08238885551691055,0.6412712335586548,0.2589905858039856,0.0,0.3901795744895935,0.6459971070289612,0.013729488477110863,0.0008238886366598308,0.6412712335586548,0.0,0.003901795716956258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
